"","est1","","","","est2","","","","est3","","",""
"","b","se","t","p","b","se","t","p","b","se","t","p"
"_SstfXyea_36_1973","","","","","12.88427","3.272616","3.936995",".0000844","15.43546","3.804037","4.057652",".0000508"
"_SstfXyea_36_1974","","","","","6.478955","1.595532","4.060688",".0000502","9.088163","2.137613","4.251548",".0000219"
"_SstfXyea_36_1975","","","","","4.974737","1.3153","3.782208",".0001585","7.829811","1.908602","4.102379",".000042"
"_SstfXyea_36_1976","","","","","3.034131",".7526185","4.031433",".0000568","6.151977","1.402741","4.385683",".000012"
"_SstfXyea_36_1977","","","","","-3.463348","1.02452","-3.38046",".0007328","-.1174183",".5180555","-.2266519",".8207097"
"_SstfXyea_36_1978","","","","","-.5658733",".5306501","-1.066377",".2863381","3.047582",".7014036","4.344976",".0000144"
"_SstfXyea_36_1979","","","","","-2.116432",".6587944","-3.212583",".0013293","1.717388",".6673451","2.573464",".0101158"
"_SstfXyea_36_1980","","","","","-3.298675",".868436","-3.798409",".0001485",".7579053",".3444266","2.200484",".0278479"
"_SstfXyea_36_1981","","","","","4.709906","1.124445","4.188648",".0000289","8.986159","2.051874","4.379488",".0000123"
"_SstfXyea_36_1982","","","","","3.229097",".7574651","4.263031",".0000208","7.722837","1.720119","4.48971","7.40e-06"
"_SstfXyea_36_1983","","","","","5.138381","1.296506","3.963253",".0000756","9.849609","2.324004","4.238207",".0000232"
"_SstfXyea_36_1984","","","","","-2.625972",".9441072","-2.781434",".0054455","2.302743",".57129","4.030777",".000057"
"_SstfXyea_36_1985","","","","","-1.38055",".5950091","-2.320217",".0203953","3.765652",".8855531","4.252317",".0000218"
"_SstfXyea_36_1986","","","","","-.4461996",".4380379","-1.018632",".308459","4.91749","1.077353","4.564418","5.21e-06"
"_SstfXyea_36_1987","","","","","-.0145553",".2921243","-.0498257",".9602645","5.566622","1.266001","4.397013",".0000114"
"_SstfXyea_36_1988","","","","","-4.840119","1.443071","-3.354042",".0008062",".958546",".5486295","1.747165",".0807102"
"_SstfXyea_37_1961","","","","",".2828517",".2399108","1.178987",".238496",".2972082",".248029","1.19828",".2309018"
"_SstfXyea_37_1962","","","","",".0103242",".0721301",".1431323",".8861952","-.0126473",".0684179","-.1848536",".8533563"
"_SstfXyea_37_1963","","","","","-.2711266",".2046777","-1.324652",".1853868","-.2410325",".2172133","-1.109658",".2672345"
"_SstfXyea_37_1964","","","","",".1757832",".121893","1.44211",".1493747",".2886794",".1367758","2.110604",".0348882"
"_SstfXyea_37_1965","","","","",".1441924",".1138812","1.266166",".2055511",".2929743",".1390922","2.106332",".0352577"
"_SstfXyea_37_1966","","","","",".0895244",".1591669",".5624559",".5738471",".2426001",".1694978","1.431287",".1524512"
"_SstfXyea_37_1967","","","","",".0560777",".2564736",".2186492",".8269381",".2288853",".2608924",".877317",".3803841"
"_SstfXyea_37_1968","","","","",".6566729",".2801736","2.343808",".0191524",".8544901",".3293204","2.594707",".0095129"
"_SstfXyea_37_1969","","","","",".5966736",".3166418","1.884381",".0596093",".8118755",".3739459","2.171104",".0300008"
"_SstfXyea_37_1970","","","","","-.0089873",".1436355","-.0625705",".9501126",".2231293",".1909256","1.168671",".2426282"
"_SstfXyea_37_1971","","","","",".6424728",".3764384","1.706714",".0879778",".882749",".4413312","2.000196",".0455683"
"_SstfXyea_37_1972","","","","",".2124855",".3070088",".6921152",".4889181",".45951",".3788317","1.212966",".2252374"
"_SstfXyea_37_1973","","","","",".410154",".302427","1.356208",".175134",".6782912",".3763012","1.802522",".0715628"
"_SstfXyea_37_1974","","","","",".0615907",".1901726",".3238671",".746061",".3306941",".274254","1.205795",".2279909"
"_SstfXyea_37_1975","","","","",".1753224",".1774958",".987755",".3233516",".4417376",".2570588","1.71843",".0858204"
"_SstfXyea_37_1976","","","","",".1047524",".160815",".6513847",".5148476",".4040199",".2709632","1.491051",".1360524"
"_SstfXyea_37_1977","","","","",".2734534",".2304773","1.186466",".2355315",".5648392",".3397527","1.662501",".0965159"
"_SstfXyea_37_1978","","","","",".2613602",".2401785","1.088191",".2765973",".5305649",".3585175","1.479885",".1390079"
"_SstfXyea_37_1979","","","","",".3317496",".2553476","1.299208",".1939715",".6020327",".3691084","1.631046",".1029848"
"_SstfXyea_37_1980","","","","",".069684",".1409699",".494318",".6211175",".3521937",".2511439","1.402358",".1609109"
"_SstfXyea_37_1981","","","","",".2652648",".1707393","1.553624",".1203786",".5601193",".2923008","1.916243",".0554283"
"_SstfXyea_37_1982","","","","",".1515827",".1683902",".9001874",".3680922",".4590108",".3032615","1.513581",".1302366"
"_SstfXyea_37_1983","","","","",".3329114",".2129519","1.563317",".1180826",".6529129",".3559798","1.834129",".066733"
"_SstfXyea_37_1984","","","","",".3984929",".2608082","1.527916",".126638",".7310679",".3914336","1.867668",".061905"
"_SstfXyea_37_1985","","","","",".2234622",".2360938",".9464978",".3439703",".5686107",".4052169","1.403226",".1606522"
"_SstfXyea_37_1986","","","","",".2779292",".2167097","1.282495",".1997672",".6356512",".3918399","1.622222",".10486"
"_SstfXyea_37_1987","","","","",".1589217",".1577384","1.007502",".3137742",".5292172",".3445538","1.53595",".1246553"
"_SstfXyea_37_1988","","","","",".1767609",".2162411",".8174249",".41375",".5596299",".3926096","1.425411",".1541417"
"_SstfXyea_38_1961","","","","",".077247",".0704798","1.096016",".273159",".085638",".0804393","1.064629",".287129"
"_SstfXyea_38_1962","","","","","-.0097232",".020356","-.4776594",".6329271","-.0062991",".0345762","-.1821797",".8554539"
"_SstfXyea_38_1963","","","","","-.071144",".0608787","-1.168619",".2426494","-.0639868",".0621363","-1.029783",".3031944"
"_SstfXyea_38_1964","","","","","-.0266243",".032708","-.8139989",".4157096","-.0322926",".0791167","-.4081647",".6831817"
"_SstfXyea_38_1965","","","","","-.0398107",".0357999","-1.112033",".2662122","-.039771",".1006968","-.3949578",".6929018"
"_SstfXyea_38_1966","","","","","-.0322787",".0403359","-.8002477",".4236301","-.0302704",".0923999","-.3276021",".7432352"
"_SstfXyea_38_1967","","","","","-.0569743",".0723921","-.7870234",".4313298","-.0498049",".1127782","-.441618",".6587972"
"_SstfXyea_38_1968","","","","",".0792073",".0903829",".8763537",".3809074",".0894967",".1811468",".4940562",".6213024"
"_SstfXyea_38_1969","","","","",".1172754",".1107398","1.059017",".2896765",".1338457",".210229",".6366663",".5243904"
"_SstfXyea_38_1970","","","","","-.0455647",".04139","-1.100864",".2710433","-.0216763",".168792","-.1284204",".8978248"
"_SstfXyea_38_1971","","","","",".08448",".1100007",".7679952",".44255",".1149481",".2456921",".4678544",".6399224"
"_SstfXyea_38_1972","","","","",".1089826",".1005644","1.083709",".2785801",".1476185",".2435347",".6061499",".5444607"
"_SstfXyea_38_1973","","","","",".1215142",".0979873","1.240102",".2150339",".1696344",".2499758",".6786035",".497441"
"_SstfXyea_38_1974","","","","",".054282",".0531418","1.021456",".3071202",".1093253",".2371522",".4609922",".6448374"
"_SstfXyea_38_1975","","","","",".0625885",".0543753","1.151046",".2498044",".1280288",".2445671",".5234913",".6006708"
"_SstfXyea_38_1976","","","","",".0902888",".0629391","1.434543",".1515208",".1688968",".2654008",".6363838",".5245744"
"_SstfXyea_38_1977","","","","",".0942094",".0742054","1.269576",".2043335",".1818967",".2884106",".6306866",".5282931"
"_SstfXyea_38_1978","","","","",".0705096",".0718022",".9819975",".3261796",".1753677",".3073695",".5705436",".5683514"
"_SstfXyea_38_1979","","","","",".0280185",".062108",".4511249",".6519318",".1405261",".3197925",".439429",".6603821"
"_SstfXyea_38_1980","","","","","-.0196664",".0372286","-.5282612",".5973568",".1011576",".305547",".3310707",".740614"
"_SstfXyea_38_1981","","","","",".0451235",".0484229",".9318626",".3514819",".1733692",".330689",".5242667",".6001314"
"_SstfXyea_38_1982","","","","",".0209355",".0495712",".422332",".6728127",".1560859",".3456453",".4515782",".6516052"
"_SstfXyea_38_1983","","","","",".059386",".0586989","1.011705",".31176",".201441",".3691685",".5456616",".5853388"
"_SstfXyea_38_1984","","","","",".0607378",".0657026",".9244344",".3553339",".2096974",".3879021",".5405937",".5888274"
"_SstfXyea_38_1985","","","","",".0692917",".0706864",".980268",".3270322",".225156",".4072586",".5528575",".5804018"
"_SstfXyea_38_1986","","","","",".0753969",".0691073","1.091011",".2753549",".2381659",".418016",".569753",".5688876"
"_SstfXyea_38_1987","","","","",".0524092",".0490631","1.068201",".2855153",".2220828",".4193144",".5296332",".5964051"
"_SstfXyea_38_1988","","","","",".0439844",".0639591",".6876963",".4916968",".2205627",".4431291",".4977391",".6187041"
"_SstfXyea_39_1961","","","","","1.00143",".4652893","2.152274",".0314546","1.006973",".4762311","2.114463",".0345573"
"_SstfXyea_39_1962","","","","","-.8938825",".4729493","-1.890017",".0588511","-.7889703",".389749","-2.024304",".0430266"
"_SstfXyea_39_1963","","","","","-1.15862",".4819415","-2.404068",".0162735","-.9034702",".4821143","-1.873975",".0610301"
"_SstfXyea_39_1964","","","","","-.1282636",".2652036","-.483642",".6286749",".0555398",".2825075",".1965959",".8441569"
"_SstfXyea_39_1965","","","","","-.5948823",".743957","-.7996192",".4239942","-.391889",".7002224","-.5596636",".5757503"
"_SstfXyea_39_1966","","","","","-.674004",".387502","-1.739357",".0820738","-.448931",".3862414","-1.162307",".2452025"
"_SstfXyea_39_1967","","","","","-.3168821",".5607033","-.5651512",".5720128","-.0531132",".6191953","-.0857779",".9316487"
"_SstfXyea_39_1968","","","","","2.305309","1.513226","1.52344",".1277532","2.575366","1.605387","1.604202",".1087739"
"_SstfXyea_39_1969","","","","",".1400182",".6280341",".2229468",".823592",".429116",".7046759",".6089552",".5425999"
"_SstfXyea_39_1970","","","","","-.0488258",".3056807","-.159728",".873106",".2504138",".3435243",".7289552",".4660855"
"_SstfXyea_39_1971","","","","",".7864652","1.077122",".7301543",".4653524","1.097368","1.200236",".9142936",".3606355"
"_SstfXyea_39_1972","","","","","4.174585","3.425073","1.218831",".2230034","4.513335","3.553414","1.270141",".2041322"
"_SstfXyea_39_1973","","","","","-.9032532",".7106953","-1.270943",".2038467","-.5631092",".6894268","-.8167788",".4141192"
"_SstfXyea_39_1974","","","","","-.656683",".4596645","-1.428614",".1532185","-.3135303",".4629266","-.6772787",".4982809"
"_SstfXyea_39_1975","","","","",".9568931","1.375755",".6955402",".4867702","1.343112","1.536346",".8742247",".3820653"
"_SstfXyea_39_1976","","","","","1.015333",".980778","1.035232",".3006434","1.378707","1.11117","1.240771",".2147867"
"_SstfXyea_39_1977","","","","",".2185155",".3840073",".5690399",".5693713",".5364595",".4853932","1.105206",".2691582"
"_SstfXyea_39_1978","","","","","1.595939",".7995808","1.995969",".0460268","1.976299","1.011522","1.953788",".0508183"
"_SstfXyea_39_1979","","","","",".2545602",".7285905",".3493872",".7268229",".6516912",".948395",".6871516",".4920399"
"_SstfXyea_39_1980","","","","","-.5897656",".4522529","-1.304061",".1923118","-.1687785",".3955241","-.4267212",".6696128"
"_SstfXyea_39_1981","","","","","-1.007988",".8396946","-1.200422",".2300694","-.5663214",".7182419","-.7884828",".4304761"
"_SstfXyea_39_1982","","","","","-.7937697","1.013576","-.783138",".4336073","-.3336606",".896491","-.3721851",".7097811"
"_SstfXyea_39_1983","","","","","-.5412927",".4991974","-1.084326",".2783067","-.0627409",".505119","-.1242102",".9011571"
"_SstfXyea_39_1984","","","","",".332574",".4568193",".728021",".4666571",".8295683",".7006706","1.183963",".2365206"
"_SstfXyea_39_1985","","","","","-1.108124",".841527","-1.316802",".1880048","-.5926873",".7518197","-.7883371",".4305613"
"_SstfXyea_39_1986","","","","","-.1720791",".4626109","-.3719737",".7099385",".3618003",".5257353",".6881795",".4913925"
"_SstfXyea_39_1987","","","","","-.2387756",".3663523","-.651765",".5146023",".3135463",".5544969",".5654609",".5718022"
"_SstfXyea_39_1988","","","","",".3581566",".3684171",".9721499",".3310537",".9289211",".5539286","1.676969",".0936518"
"_SstfXyea_40_1961","","","","","-.1876503",".5426659","-.3457934",".729522","-.1908509",".5521945","-.3456227",".7296503"
"_SstfXyea_40_1962","","","","","-.5918469",".4827199","-1.226067",".2202689","-.664947",".500014","-1.329857",".1836656"
"_SstfXyea_40_1963","","","","","-1.000971",".6154548","-1.626393",".1039702","-1.098984",".6514333","-1.687024",".0917018"
"_SstfXyea_40_1964","","","","","-.7896135",".6249939","-1.263394",".206545","-.9717274",".6748849","-1.439842",".1500156"
"_SstfXyea_40_1965","","","","","-.7660959",".5402933","-1.417926",".1563154","-.9562038",".5938444","-1.610192",".1074602"
"_SstfXyea_40_1966","","","","","-.8474406",".6399441","-1.324242",".1855228","-1.063914",".6983781","-1.523408",".1277613"
"_SstfXyea_40_1967","","","","","-.7472691",".6419357","-1.164087",".2444805","-.9762043",".6978825","-1.398809",".1619728"
"_SstfXyea_40_1968","","","","","-.3973331",".779438","-.5097687",".6102507","-.6437344",".8559726","-.7520502",".4520794"
"_SstfXyea_40_1969","","","","","-.3671875",".7574876","-.4847439",".6278931","-.6181836",".8468839","-.7299508",".4654767"
"_SstfXyea_40_1970","","","","","-.9705442",".6247392","-1.553519",".1204038","-1.221108",".7090745","-1.722115",".0851509"
"_SstfXyea_40_1971","","","","","-.4128485",".774798","-.5328467",".5941788","-.6650553",".8750047","-.7600591",".4472785"
"_SstfXyea_40_1972","","","","",".359844",".9382352",".3835329",".7013516",".1113414",".9933172",".1120905",".9107591"
"_SstfXyea_40_1973","","","","","-.1076203",".7160519","-.1502968",".8805405","-.3445239",".8145346","-.4229703",".672347"
"_SstfXyea_40_1974","","","","","-.0997764",".4751599","-.2099849",".8336936","-.3330193",".5690734","-.5851957",".5584597"
"_SstfXyea_40_1975","","","","","-.0242118",".4698184","-.0515344",".9589031","-.242762",".557493","-.4354529",".6632647"
"_SstfXyea_40_1976","","","","",".3239587",".3124454","1.036849",".2998891",".1374285",".4176873",".3290226",".7421614"
"_SstfXyea_40_1977","","","","",".0527413",".5868499",".0898719",".928395","-.1230146",".6818503","-.1804129",".8568405"
"_SstfXyea_40_1978","","","","","-.0207742",".6299728","-.0329763",".9736957","-.1575926",".7331052","-.2149659",".8298084"
"_SstfXyea_40_1979","","","","","-.2555922",".6942229","-.3681702",".7127721","-.3925648",".8050278","-.4876414",".6258392"
"_SstfXyea_40_1980","","","","",".207041",".2039368","1.015222",".3100814",".0731089",".279777",".2613115",".7938701"
"_SstfXyea_40_1981","","","","",".4490152",".4095512","1.096359",".2730089",".3148169",".4874083",".6458997",".5183933"
"_SstfXyea_40_1982","","","","",".1935995",".5245918",".3690479",".7121179",".056663",".6071954",".0933192",".9256562"
"_SstfXyea_40_1983","","","","",".5551071",".3458349","1.605122",".1085714",".4154324",".4460786",".9312987",".3517734"
"_SstfXyea_40_1984","","","","",".8168976",".3785397","2.158023",".0310045",".6744848",".4447634","1.516503",".1294968"
"_SstfXyea_40_1985","","","","","-.0288162",".415367","-.0693753",".9446955","-.1739672",".5936732","-.2930352",".7695153"
"_SstfXyea_40_1986","","","","",".5602984",".4511458","1.241945",".214353",".4124093",".5709383",".722336",".4701437"
"_SstfXyea_40_1987","","","","",".0268919",".4321454",".0622288",".9503848","-.1237354",".5849894","-.2115173",".8324979"
"_SstfXyea_40_1988","","","","","-.2162917",".4912988","-.4402447",".6597913","-.3696571",".6638516","-.5568369",".57768"
"_SstfXyea_41_1961","","","","",".5234536",".328666","1.592661",".1113406",".5202782",".3334134","1.56046",".1187559"
"_SstfXyea_41_1962","","","","",".4808045",".24423","1.968654",".0490839",".689659",".3194129","2.159145",".0309172"
"_SstfXyea_41_1963","","","","",".4898038",".4016241","1.219558",".2227276",".6618977",".4552439","1.453941",".1460664"
"_SstfXyea_41_1964","","","","","-.0194367",".1677354","-.1158773",".9077574",".0546103",".1727879",".316054",".7519833"
"_SstfXyea_41_1965","","","","",".1917453",".1927462",".9948072",".3199096",".2609459",".2200835","1.185668",".2358466"
"_SstfXyea_41_1966","","","","",".0286123",".2001635",".1429445",".8863435",".1276763",".2068309",".6172978",".5370848"
"_SstfXyea_41_1967","","","","","-.6923913",".4134387","-1.674713",".0940938","-.5988461",".3817917","-1.568515",".1168655"
"_SstfXyea_41_1968","","","","",".0059889",".4102442",".0145985",".9883535",".0856224",".42088",".2034365",".8388076"
"_SstfXyea_41_1969","","","","",".2432096",".4464885",".5447165",".5859887",".324431",".4697385",".690663",".4898303"
"_SstfXyea_41_1970","","","","","-.7074939",".3168676","-2.232774",".0256367","-.6413383",".3185836","-2.013092",".0441933"
"_SstfXyea_41_1971","","","","","-.1766345",".5793277","-.3048957",".7604666","-.1021562",".6159018","-.1658645",".8682747"
"_SstfXyea_41_1972","","","","",".2126728",".4232045",".5025295",".6153317",".2998424",".4748643",".6314277",".5278086"
