"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"89.date","-.1663384",".1022093","-1.62743",".1123682",".2777783",".1598988","1.737213",".0908997",".2088435",".1295664","1.611865",".1157253",".0802949",".1357798",".5913608",".557974","-.0963775",".0459686","-2.096594",".0431193",".3266519",".1625332","2.009755",".0519978",".0386674",".0796704",".4853421",".6303744",".5618999",".1627173","3.453229",".0014341","-.0649929",".1020913","-.6366149",".5284032",".1361024",".0750594","1.813263",".0781356"
"90.date","-.091252",".0917931","-.9941051",".326807",".3757953",".1434778","2.619187",".0128191","-.0322931",".1321007","-.2444578",".8082643","-.0384365",".1245347","-.3086411",".7593736","-.0078011",".0720608","-.1082576",".9143925",".5313264",".1388985","3.825285",".0005003","-.0408644",".0575458","-.7101192",".4822052",".6776156",".1051984","6.441313","1.79e-07",".1392123",".1312582","1.060599",".2959363",".2361014",".0537624","4.391574",".0000947"
"91.date","-.2069919",".0874304","-2.367506",".0234028",".2514299",".156197","1.609697",".1161993","-.0532983",".1318506","-.4042322",".6884335","-.0417877",".1282418","-.3258512",".7464236","-.0384055",".065707","-.5844958",".5625321",".4408816",".1768624","2.492794",".0174116","-.0213207",".0776663","-.2745168",".7852567",".5245052",".1465591","3.578798",".0010095",".0487407",".1321652",".3687862",".7144472",".2309239",".0719778","3.208264",".0028041"
"92.date","-.1031603",".1020788","-1.010595",".318955",".2589121",".1403004","1.845412",".0732155","-.2011036",".1405896","-1.43043",".1612166","-.0809977",".1561413","-.518746",".6071122","-.0987021",".0614218","-1.606955",".1168011",".2439776",".1648828","1.479703",".147651","-.0361815",".0695932","-.5198993",".6063162",".5208135",".1520386","3.425536",".0015485",".0482886",".1196422",".4036086",".688888",".187297",".0598013","3.131991",".0034407"
"93.date","-.0516992",".116735","-.4428769",".6605046",".4753863",".1452593","3.272674",".0023554","-.0905179",".1307703","-.6921903",".4932586",".0556017",".119571",".4650095",".6447252","-.0105375",".0736215","-.1431311",".8869848",".1702398",".1733988",".9817822",".3327595","-.02343",".0775638","-.3020743",".7643338",".553705",".1547089","3.579012",".0010089",".1080657",".1258923",".8583978",".3963523",".1738727",".0580428","2.995591",".0049337"
"94.date","-.1080547",".0875649","-1.233996",".2251997",".7163132",".1400523","5.114613",".0000106",".1036162",".1417863",".7307912",".4696365","-.002535",".1277139","-.0198489",".9842735","-.1005263",".0624282","-1.610272",".1160735",".2140662",".1379339","1.551948",".1294226","-.0976753",".0521773","-1.87199",".0693498",".548323",".1657533","3.308066",".0021389","-.0035184",".1238268","-.0284136",".9774892",".2120914",".0583585","3.634283",".0008632"
"95.date","-.1438119",".0954141","-1.507239",".1404754",".653873",".1613809","4.051738",".0002592","-.1067226",".1330463","-.8021468",".4277317","-.0840367",".1576802","-.5329569",".5973383","-.1311307",".0530872","-2.470099",".0183805",".3808805",".1752217","2.173706",".0363835",".020039",".0686868",".2917441",".7721569",".4992492",".1748757","2.85488",".0071006",".0127604",".1162418",".1097744",".913198",".2145514",".0767408","2.795792",".0082531"
"96.date","-.1129493",".0994605","-1.135619",".26362",".6429768",".1622048","3.963981",".0003349","-.0794019",".115082","-.6899594",".4946438","-.1811212",".1282378","-1.412385",".1664234","-.1023506",".0488519","-2.095121",".043258",".1617741",".1798343",".899573",".3743257","-.0700924",".0602279","-1.163788",".2521655",".6328971",".12124","5.2202","7.65e-06",".1331853",".1382833",".9631338",".3419057",".1155117",".0794641","1.453634",".1547106"
"97.date","-.0252253",".1130752","-.2230842",".824731",".4596863",".1643376","2.797208",".0082236","-.043984",".1645","-.2673799",".7907026",".0156334",".1493561",".1046717",".9172173","-.1032627",".064052","-1.612169",".1156588",".2905281",".1785501","1.627151",".1124275","-.0711471",".0622863","-1.142259",".2608871",".5245212",".1596628","3.285181",".0022766","-.0320328",".1271238","-.2519811",".8024887",".1758735",".0635548","2.767274",".0088697"
"98.date",".0580081",".1263027",".4592784",".6487956",".5053835",".1291971","3.911726",".0003898","-.0227831",".1249126","-.1823923",".8562981","-.0589407",".1300777","-.4531188",".6531826","-.0150982",".0750416","-.201198",".8416762",".2033494",".1990027","1.021842",".3136736",".1197577",".0949003","1.261932",".2150884",".0129043",".1501446",".0859456",".9319859",".059738",".1393272",".4287607",".6706522",".0731311",".0737691",".9913509",".3281311"
"99.date","-.1124041",".0756522","-1.485801",".1460373",".6589099",".1265332","5.207408","7.96e-06","-.0522412",".1415088","-.3691728",".7141615",".149969",".1199809","1.24994",".2193862","-.105087",".050523","-2.079981",".0447067",".2274788",".1708282","1.331623",".1913546",".0158202",".0567119",".2789581",".7818733",".3213812",".1782655","1.802823",".0797924",".0122507",".1092901",".1120936",".9113719",".1851646",".0626606","2.95504",".0054841"
"100.date","-.0796829",".0865536","-.9206198",".3633773",".2629499",".1726793","1.522764",".1365545","-.1698261",".1173889","-1.446696",".1566338","-.0025534",".1327939","-.0192287",".9847649","-.0466147",".0692071","-.6735532",".5048971",".309697",".2107294","1.469643",".1503442","-.0446189",".0583462","-.7647264",".4494186",".302871",".1482742","2.042642",".0484633","-.0011628",".1331736","-.0087314",".9930816",".1265228",".0662459","1.909898",".0641392"
"101.date",".0553969",".1281408",".432313",".6680926",".3772565",".1984647","1.900875",".0653479","-.0755154",".1197372","-.6306756",".5322363","-.0100129",".1444536","-.0693155",".9451221","-.0475268",".0806507","-.5892922",".5593455",".2683911",".1732269","1.549361",".1300423","-.0456736",".0708234","-.6448937",".5230848",".4498368",".1791454","2.511014",".0166677",".0724204",".1095403",".6611304",".5127379",".118971",".1096533","1.084974",".2851457"
"102.date","-.1668617",".0859968","-1.940324",".060204",".228661",".1843932","1.240073",".2229706","-.361497",".1579183","-2.289139",".0280423","-.1927034",".1187435","-1.622855",".1133465","-.0781312",".0617599","-1.26508",".2139706",".1471868",".1910679",".7703378",".4461257","-.1061127",".0538394","-1.970911",".0564601",".3662339",".1603472","2.284005",".0283733","-.0246463",".0946203","-.2604756",".7959811",".0051881",".0721894",".0718675",".9431052"
"103.date","-.1362207",".1009765","-1.349033",".1857509",".4560839",".16014","2.848032",".007226",".0776367",".1223398",".6345994",".5297023","-.1257792",".1431396","-.8787172",".3853822","-.0196588",".0646936","-.303876",".7629719",".525007",".1962869","2.674692",".0111794",".0048092",".0557298",".0862958",".9317095",".7208411",".1875816","3.842813",".0004757",".061701",".1372243",".4496364",".6556683",".2768154",".0658692","4.202499",".0001663"
"104.date","-.032389",".1088459","-.2975672",".767744",".4405177",".1598865","2.75519",".0091437","-.1108169",".126032","-.8792756",".3850835","-.1290855",".1580338","-.8168224",".4194027","-.0273632",".0834957","-.3277201",".7450216",".1483646",".1614907",".918719",".3643574","-.0053393",".0685511","-.0778882",".9383483",".3218836",".1724336","1.86671",".0701035","-.0133985",".1172743","-.1142491",".9096751",".082804",".0632726","1.308685",".1989343"
"105.date","-.0314401",".0949165","-.3312394",".7423841",".584184",".1755284","3.328146",".0020247",".2351545",".1661543","1.415278",".16558",".1646325",".1403082","1.173363",".2483551","-.0214831",".0773239","-.2778319",".7827308",".5834314",".1567606","3.721799",".0006731",".0232982",".0754656",".3087267",".759309",".5227144",".1839506","2.841601",".0073456",".0375063",".1274883",".2941937",".7702996",".2963237",".0723825","4.09386",".000229"
"106.date","-.1057617",".1114859","-.9486559",".3491208",".3622729",".1923049","1.883846",".0676824",".1257404",".141647",".8877025",".3805935",".1150949",".1397087",".8238204",".4154663","-.0817797",".0758133","-1.078698",".2878974",".40614",".1774994","2.288121",".0281076","-.0212548",".0666844","-.318737",".7517679",".4943515",".1933592","2.556648",".0149305","-.0581917",".1028016","-.566058",".5748663",".284454",".0789645","3.602304",".0009448"
"107.date",".0230499",".1039403",".221761",".8257532",".4991106",".1501257","3.324619",".0020443",".2776987",".1283836","2.163038",".037256","-.142305",".1332391","-1.068042",".2926114","-.0826918",".0637261","-1.297613",".2026739",".47973",".1946778","2.464226",".0186391","-.0381956",".0799417","-.4777927",".6356862",".5072125",".1608512","3.153302",".0032502",".090662",".1091028",".8309781",".4114636",".2650562",".0835493","3.17245",".0030876"
"108.date",".1130755",".0926437","1.220541",".2301944",".5382024",".1602538","3.358438",".0018633",".4326449",".1324607","3.266213",".0023971","-.150008",".1723251","-.870494",".3897983","-.1132961",".069248","-1.636093",".1105346",".4499709",".2045424","2.19989",".0343185","-.0827486",".0503249","-1.644288",".1088227",".5817585",".1639956","3.547404",".0011026",".0316702",".1238934",".2556248",".7996955",".3223665",".0697875","4.619261",".0000478"
"109.date","-.1464134",".0985601","-1.485523",".1461105",".3705187",".179776","2.061002",".0465829",".2338397",".15755","1.484225",".146453","-.1612369",".136088","-1.184799",".2438597","-.1439005",".0608727","-2.363959",".0235968",".1302518",".1543544",".8438493",".4043262",".078464",".0807761",".9713757",".337843",".426876",".1472175","2.899628",".0063298",".0002906",".1260772",".0023047",".9981738",".0766243",".0635099","1.206493",".2354961"
"110.date","-.0305632",".1012232","-.3019383",".7644366",".3701017",".1397765","2.647811",".0119476","-.0239569",".095232","-.2515631",".8028093","-.0592137",".1353306","-.4375485",".6643275","-.1448126",".0614444","-2.356809",".0239923","-.0092437",".1356014","-.0681684",".9460288","-.0254735",".0519623","-.4902311",".626945",".2560257",".1610366","1.58986",".1206111",".0850476",".1351435",".6293133",".5331175",".0012773",".0531164",".0240475",".9809475"
"111.date",".0093691",".1171884",".0799494",".9367203",".5004093",".1819374","2.750448",".0092534",".0694039",".1310174",".5297308",".5995506","-.0801698",".1409133","-.5689305",".5729359","-.1022264",".0590642","-1.730767",".0920577",".1152931",".159865",".7211902",".4754503","-.0265282",".0676545","-.3921131",".6972865",".4362713",".1641024","2.658531",".0116356",".032848",".1130843",".2904736",".7731207",".0781599",".0568199","1.375573",".1774532"
"112.date",".0345867",".0959192",".3605815",".7205195",".111159",".1605072",".6925483",".4930365","-.0745354",".1305368","-.5709916",".5715528","-.171535",".1789089","-.9587841",".3440628","-.0872524",".0659525","-1.322959",".194191",".021302",".1540881",".1382455",".8908168",".114086",".0824981","1.382893",".1752159",".2391471",".162159","1.474769",".1489673","-.03995",".1222921","-.3266767",".7458042",".0087699",".0404954",".2165652",".8297698"
"113.date","-.1267316",".0874073","-1.449896",".1557443",".2316766",".1830637","1.265552",".2138032",".1354659",".1569135",".8633153",".3936796","-.1928898",".1569264","-1.229174",".2269806","-.1178568",".0718102","-1.641226",".1094597",".1232854",".1617152",".762361",".450811",".1359313",".1001868","1.356778",".1832992",".3263765",".1707375","1.911569",".0639174","-.0851357",".1077644","-.7900167",".4346912",".0606867",".0510689","1.18833",".2424841"
"114.date","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".",".","0",".",".","."
"_cons","-9.854322",".096803","-101.7977","6.75e-46","-8.678486",".1183457","-73.33164","8.57e-41","-8.764312",".1272286","-68.88636","8.01e-40","-8.639729",".1019735","-84.72522","4.87e-43","-10.24712",".0308617","-332.0337","2.34e-64","-8.132539",".1079974","-75.3031","3.32e-41","-10.11238",".0716268","-141.1816","5.35e-51","-8.852558",".1066201","-83.02895","1.01e-42","-10.14293",".065228","-155.4995","1.66e-52","-6.834552",".0663638","-102.9861","4.45e-46"
"N","4218","","","","4218","","","","4218","","","","4218","","","","4218","","","","4218","","","","4218","","","","4218","","","","4218","","","","4218","","",""
"r2",".0748518","","","",".3531563","","","",".2699095","","","",".215625","","","",".0430971","","","",".3346359","","","",".1247455","","","",".323585","","","",".0675306","","","",".5795492","","",""
"df_m","35","","","","35","","","","35","","","","35","","","","35","","","","35","","","","35","","","","35","","","","35","","","","35","","",""
"df_r","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","",""
"df_b","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","","","36","","",""
"df","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
