	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)	(37)	(38)	(39)	(40)	(41)	(42)	(43)	(44)	(45)	(46)	(47)	(48)	(49)	(50)
	OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	PROBIT		PROBIT		PROBIT		PROBIT		OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS	OLS
VARIABLES	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr FE	MFX	GEO	MFX	GEO+REL	MFX	GEO+REL+FAC	MFX	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE	No contr FE	GEO	GEO+REL	GEO+REL+FAC	No contr No FE
																																																		
kelurDum	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0287	0.0095	0.2881***	0.1006***	0.2856***	0.0997***	0.2774***	0.0966***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***	0.0065	0.0575***	0.0573***	0.0552***	0.0739***
idkab_dum85		-0.8001***	-0.7811***	-0.7944***	-0.8017***	-1.2624***	.	-0.8951***	.	-0.8373***	.	-0.8715***	.		-0.8001***	-0.7811***	-0.7944***	-0.8017***	-1.2624***	.	-0.8951***	.	-0.8373***	.	-0.8715***	.		-0.8001***	-0.7811***	-0.7944***	-0.8017***	-1.2624***	.	-0.8951***	.	-0.8373***	.	-0.8715***	.		-0.8001***	-0.7811***	-0.7944***	-0.8017***		-0.8001***	-0.7811***	-0.7944***	-0.8017***	
		(0.006)	(0.016)	(0.017)	(0.017)	(0.014)	(.)	(0.051)	(.)	(0.046)	(.)	(0.054)	(.)		(0.006)	(0.016)	(0.017)	(0.017)	(0.014)	(.)	(0.051)	(.)	(0.046)	(.)	(0.054)	(.)		(0.006)	(0.016)	(0.017)	(0.017)	(0.014)	(.)	(0.051)	(.)	(0.046)	(.)	(0.054)	(.)		(0.006)	(0.016)	(0.017)	(0.017)		(0.006)	(0.016)	(0.017)	(0.017)	
idkab_dum86		-0.8238***	-0.8114***	-0.8380***	-0.8371***										-0.8238***	-0.8114***	-0.8380***	-0.8371***										-0.8238***	-0.8114***	-0.8380***	-0.8371***										-0.8238***	-0.8114***	-0.8380***	-0.8371***		-0.8238***	-0.8114***	-0.8380***	-0.8371***	
		(0.000)	(0.007)	(0.009)	(0.010)										(0.000)	(0.007)	(0.009)	(0.010)										(0.000)	(0.007)	(0.009)	(0.010)										(0.000)	(0.007)	(0.009)	(0.010)		(0.000)	(0.007)	(0.009)	(0.010)	
idkab_dum87		-0.7677***	-0.7483***	-0.7661***	-0.7652***	-0.8098***	.	-0.3659***	.	-0.3254***	.	-0.3273***	.		-0.7677***	-0.7483***	-0.7661***	-0.7652***	-0.8098***	.	-0.3659***	.	-0.3254***	.	-0.3273***	.		-0.7677***	-0.7483***	-0.7661***	-0.7652***	-0.8098***	.	-0.3659***	.	-0.3254***	.	-0.3273***	.		-0.7677***	-0.7483***	-0.7661***	-0.7652***		-0.7677***	-0.7483***	-0.7661***	-0.7652***	
		(0.000)	(0.012)	(0.013)	(0.014)	(0.029)	(.)	(0.111)	(.)	(0.108)	(.)	(0.111)	(.)		(0.000)	(0.012)	(0.013)	(0.014)	(0.029)	(.)	(0.111)	(.)	(0.108)	(.)	(0.111)	(.)		(0.000)	(0.012)	(0.013)	(0.014)	(0.029)	(.)	(0.111)	(.)	(0.108)	(.)	(0.111)	(.)		(0.000)	(0.012)	(0.013)	(0.014)		(0.000)	(0.012)	(0.013)	(0.014)	
idkab_dum88		-0.8226***	-0.8206***	-0.8378***	-0.8378***										-0.8226***	-0.8206***	-0.8378***	-0.8378***										-0.8226***	-0.8206***	-0.8378***	-0.8378***										-0.8226***	-0.8206***	-0.8378***	-0.8378***		-0.8226***	-0.8206***	-0.8378***	-0.8378***	
		(0.002)	(0.009)	(0.012)	(0.013)										(0.002)	(0.009)	(0.012)	(0.013)										(0.002)	(0.009)	(0.012)	(0.013)										(0.002)	(0.009)	(0.012)	(0.013)		(0.002)	(0.009)	(0.012)	(0.013)	
idkab_dum89		-0.8219***	-0.7855***	-0.8073***	-0.8031***										-0.8219***	-0.7855***	-0.8073***	-0.8031***										-0.8219***	-0.7855***	-0.8073***	-0.8031***										-0.8219***	-0.7855***	-0.8073***	-0.8031***		-0.8219***	-0.7855***	-0.8073***	-0.8031***	
		(0.003)	(0.012)	(0.013)	(0.013)										(0.003)	(0.012)	(0.013)	(0.013)										(0.003)	(0.012)	(0.013)	(0.013)										(0.003)	(0.012)	(0.013)	(0.013)		(0.003)	(0.012)	(0.013)	(0.013)	
idkab_dum90		-0.7718***	-0.7490***	-0.7749***	-0.7770***	-0.8451***	.	-0.4212***	.	-0.4024***	.	-0.4181***	.		-0.7718***	-0.7490***	-0.7749***	-0.7770***	-0.8451***	.	-0.4212***	.	-0.4024***	.	-0.4181***	.		-0.7718***	-0.7490***	-0.7749***	-0.7770***	-0.8451***	.	-0.4212***	.	-0.4024***	.	-0.4181***	.		-0.7718***	-0.7490***	-0.7749***	-0.7770***		-0.7718***	-0.7490***	-0.7749***	-0.7770***	
		(0.002)	(0.012)	(0.014)	(0.015)	(0.045)	(.)	(0.123)	(.)	(0.121)	(.)	(0.128)	(.)		(0.002)	(0.012)	(0.014)	(0.015)	(0.045)	(.)	(0.123)	(.)	(0.121)	(.)	(0.128)	(.)		(0.002)	(0.012)	(0.014)	(0.015)	(0.045)	(.)	(0.123)	(.)	(0.121)	(.)	(0.128)	(.)		(0.002)	(0.012)	(0.014)	(0.015)		(0.002)	(0.012)	(0.014)	(0.015)	
idkab_dum91		-0.8203***	-0.7888***	-0.8125***	-0.8066***										-0.8203***	-0.7888***	-0.8125***	-0.8066***										-0.8203***	-0.7888***	-0.8125***	-0.8066***										-0.8203***	-0.7888***	-0.8125***	-0.8066***		-0.8203***	-0.7888***	-0.8125***	-0.8066***	
		(0.006)	(0.011)	(0.012)	(0.012)										(0.006)	(0.011)	(0.012)	(0.012)										(0.006)	(0.011)	(0.012)	(0.012)										(0.006)	(0.011)	(0.012)	(0.012)		(0.006)	(0.011)	(0.012)	(0.012)	
idkab_dum92		-0.7135***	-0.7148***	-0.7439***	-0.7364***	-0.4517***	.	-0.1324***	.	-0.1271**	.	-0.0993*	.		-0.7135***	-0.7148***	-0.7439***	-0.7364***	-0.4517***	.	-0.1324***	.	-0.1271**	.	-0.0993*	.		-0.7135***	-0.7148***	-0.7439***	-0.7364***	-0.4517***	.	-0.1324***	.	-0.1271**	.	-0.0993*	.		-0.7135***	-0.7148***	-0.7439***	-0.7364***		-0.7135***	-0.7148***	-0.7439***	-0.7364***	
		(0.008)	(0.018)	(0.020)	(0.021)	(0.003)	(.)	(0.051)	(.)	(0.052)	(.)	(0.055)	(.)		(0.008)	(0.018)	(0.020)	(0.021)	(0.003)	(.)	(0.051)	(.)	(0.052)	(.)	(0.055)	(.)		(0.008)	(0.018)	(0.020)	(0.021)	(0.003)	(.)	(0.051)	(.)	(0.052)	(.)	(0.055)	(.)		(0.008)	(0.018)	(0.020)	(0.021)		(0.008)	(0.018)	(0.020)	(0.021)	
idkab_dum93		-0.7547***	-0.7469***	-0.7761***	-0.7734***	-0.7193***	.	-0.3696***	.	-0.3673***	.	-0.3605***	.		-0.7547***	-0.7469***	-0.7761***	-0.7734***	-0.7193***	.	-0.3696***	.	-0.3673***	.	-0.3605***	.		-0.7547***	-0.7469***	-0.7761***	-0.7734***	-0.7193***	.	-0.3696***	.	-0.3673***	.	-0.3605***	.		-0.7547***	-0.7469***	-0.7761***	-0.7734***		-0.7547***	-0.7469***	-0.7761***	-0.7734***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.053)	(.)	(0.052)	(.)	(0.054)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.053)	(.)	(0.052)	(.)	(0.054)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.001)	(.)	(0.053)	(.)	(0.052)	(.)	(0.054)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum94		-0.7796***	-0.7886***	-0.8172***	-0.8146***	-0.9570***	.	-0.6561***	.	-0.6558***	.	-0.6506***	.		-0.7796***	-0.7886***	-0.8172***	-0.8146***	-0.9570***	.	-0.6561***	.	-0.6558***	.	-0.6506***	.		-0.7796***	-0.7886***	-0.8172***	-0.8146***	-0.9570***	.	-0.6561***	.	-0.6558***	.	-0.6506***	.		-0.7796***	-0.7886***	-0.8172***	-0.8146***		-0.7796***	-0.7886***	-0.8172***	-0.8146***	
		(0.008)	(0.018)	(0.019)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.018)	(0.019)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.018)	(0.019)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.018)	(0.019)	(0.020)		(0.008)	(0.018)	(0.019)	(0.020)	
idkab_dum95		-0.8163***	-0.8269***	-0.8523***	-0.8452***	-1.9327***	.	-1.6750***	.	-1.6592***	.	-1.6358***	.		-0.8163***	-0.8269***	-0.8523***	-0.8452***	-1.9327***	.	-1.6750***	.	-1.6592***	.	-1.6358***	.		-0.8163***	-0.8269***	-0.8523***	-0.8452***	-1.9327***	.	-1.6750***	.	-1.6592***	.	-1.6358***	.		-0.8163***	-0.8269***	-0.8523***	-0.8452***		-0.8163***	-0.8269***	-0.8523***	-0.8452***	
		(0.007)	(0.015)	(0.017)	(0.017)	(0.003)	(.)	(0.049)	(.)	(0.045)	(.)	(0.050)	(.)		(0.007)	(0.015)	(0.017)	(0.017)	(0.003)	(.)	(0.049)	(.)	(0.045)	(.)	(0.050)	(.)		(0.007)	(0.015)	(0.017)	(0.017)	(0.003)	(.)	(0.049)	(.)	(0.045)	(.)	(0.050)	(.)		(0.007)	(0.015)	(0.017)	(0.017)		(0.007)	(0.015)	(0.017)	(0.017)	
idkab_dum96		-0.7826***	-0.7936***	-0.8244***	-0.8152***	-0.9939***	.	-0.7344***	.	-0.7396***	.	-0.7093***	.		-0.7826***	-0.7936***	-0.8244***	-0.8152***	-0.9939***	.	-0.7344***	.	-0.7396***	.	-0.7093***	.		-0.7826***	-0.7936***	-0.8244***	-0.8152***	-0.9939***	.	-0.7344***	.	-0.7396***	.	-0.7093***	.		-0.7826***	-0.7936***	-0.8244***	-0.8152***		-0.7826***	-0.7936***	-0.8244***	-0.8152***	
		(0.008)	(0.019)	(0.020)	(0.021)	(0.001)	(.)	(0.049)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.020)	(0.021)	(0.001)	(.)	(0.049)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.020)	(0.021)	(0.001)	(.)	(0.049)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.020)	(0.021)		(0.008)	(0.019)	(0.020)	(0.021)	
idkab_dum97		-0.6911***	-0.6922***	-0.7096***	-0.7050***	-0.3368***	.	-0.0280	.	0.0176	.	0.0307	.		-0.6911***	-0.6922***	-0.7096***	-0.7050***	-0.3368***	.	-0.0280	.	0.0176	.	0.0307	.		-0.6911***	-0.6922***	-0.7096***	-0.7050***	-0.3368***	.	-0.0280	.	0.0176	.	0.0307	.		-0.6911***	-0.6922***	-0.7096***	-0.7050***		-0.6911***	-0.6922***	-0.7096***	-0.7050***	
		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.048)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.048)	(.)		(0.008)	(0.018)	(0.020)	(0.020)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.048)	(.)		(0.008)	(0.018)	(0.020)	(0.020)		(0.008)	(0.018)	(0.020)	(0.020)	
idkab_dum98		-0.7041***	-0.7119***	-0.7323***	-0.7285***	-0.4011***	.	-0.1263**	.	-0.0910*	.	-0.0808	.		-0.7041***	-0.7119***	-0.7323***	-0.7285***	-0.4011***	.	-0.1263**	.	-0.0910*	.	-0.0808	.		-0.7041***	-0.7119***	-0.7323***	-0.7285***	-0.4011***	.	-0.1263**	.	-0.0910*	.	-0.0808	.		-0.7041***	-0.7119***	-0.7323***	-0.7285***		-0.7041***	-0.7119***	-0.7323***	-0.7285***	
		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.051)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.051)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)	(0.000)	(.)	(0.051)	(.)	(0.049)	(.)	(0.050)	(.)		(0.008)	(0.019)	(0.021)	(0.021)		(0.008)	(0.019)	(0.021)	(0.021)	
idkab_dum99		-0.8022***	-0.8069***	-0.8333***	-0.8287***	-1.3107***	.	-1.0244***	.	-1.0119***	.	-1.0038***	.		-0.8022***	-0.8069***	-0.8333***	-0.8287***	-1.3107***	.	-1.0244***	.	-1.0119***	.	-1.0038***	.		-0.8022***	-0.8069***	-0.8333***	-0.8287***	-1.3107***	.	-1.0244***	.	-1.0119***	.	-1.0038***	.		-0.8022***	-0.8069***	-0.8333***	-0.8287***		-0.8022***	-0.8069***	-0.8333***	-0.8287***	
		(0.007)	(0.018)	(0.019)	(0.019)	(0.004)	(.)	(0.054)	(.)	(0.053)	(.)	(0.055)	(.)		(0.007)	(0.018)	(0.019)	(0.019)	(0.004)	(.)	(0.054)	(.)	(0.053)	(.)	(0.055)	(.)		(0.007)	(0.018)	(0.019)	(0.019)	(0.004)	(.)	(0.054)	(.)	(0.053)	(.)	(0.055)	(.)		(0.007)	(0.018)	(0.019)	(0.019)		(0.007)	(0.018)	(0.019)	(0.019)	
idkab_dum100		-0.7755***	-0.7669***	-0.7935***	-0.7870***	-0.9111***	.	-0.5565***	.	-0.5470***	.	-0.5266***	.		-0.7755***	-0.7669***	-0.7935***	-0.7870***	-0.9111***	.	-0.5565***	.	-0.5470***	.	-0.5266***	.		-0.7755***	-0.7669***	-0.7935***	-0.7870***	-0.9111***	.	-0.5565***	.	-0.5470***	.	-0.5266***	.		-0.7755***	-0.7669***	-0.7935***	-0.7870***		-0.7755***	-0.7669***	-0.7935***	-0.7870***	
		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.054)	(.)	(0.054)	(.)	(0.056)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.054)	(.)	(0.054)	(.)	(0.056)	(.)		(0.008)	(0.018)	(0.019)	(0.019)	(0.001)	(.)	(0.054)	(.)	(0.054)	(.)	(0.056)	(.)		(0.008)	(0.018)	(0.019)	(0.019)		(0.008)	(0.018)	(0.019)	(0.019)	
idkab_dum101		-0.7181***	-0.7013***	-0.7245***	-0.7182***	-0.4764***	.	-0.1019**	.	-0.0796*	.	-0.0587	.		-0.7181***	-0.7013***	-0.7245***	-0.7182***	-0.4764***	.	-0.1019**	.	-0.0796*	.	-0.0587	.		-0.7181***	-0.7013***	-0.7245***	-0.7182***	-0.4764***	.	-0.1019**	.	-0.0796*	.	-0.0587	.		-0.7181***	-0.7013***	-0.7245***	-0.7182***		-0.7181***	-0.7013***	-0.7245***	-0.7182***	
		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.000)	(.)	(0.051)	(.)	(0.048)	(.)	(0.050)	(.)		(0.008)	(0.016)	(0.017)	(0.017)		(0.008)	(0.016)	(0.017)	(0.017)	
idkab_dum102		-0.8053***	-0.7943***	-0.8149***	-0.8123***	-1.3939***	.	-1.0144***	.	-0.9831***	.	-0.9748***	.		-0.8053***	-0.7943***	-0.8149***	-0.8123***	-1.3939***	.	-1.0144***	.	-0.9831***	.	-0.9748***	.		-0.8053***	-0.7943***	-0.8149***	-0.8123***	-1.3939***	.	-1.0144***	.	-0.9831***	.	-0.9748***	.		-0.8053***	-0.7943***	-0.8149***	-0.8123***		-0.8053***	-0.7943***	-0.8149***	-0.8123***	
		(0.007)	(0.013)	(0.015)	(0.015)	(0.002)	(.)	(0.061)	(.)	(0.060)	(.)	(0.069)	(.)		(0.007)	(0.013)	(0.015)	(0.015)	(0.002)	(.)	(0.061)	(.)	(0.060)	(.)	(0.069)	(.)		(0.007)	(0.013)	(0.015)	(0.015)	(0.002)	(.)	(0.061)	(.)	(0.060)	(.)	(0.069)	(.)		(0.007)	(0.013)	(0.015)	(0.015)		(0.007)	(0.013)	(0.015)	(0.015)	
idkab_dum103		-0.7309***	-0.7245***	-0.7503***	-0.7470***	-0.5524***	.	-0.2212***	.	-0.1994***	.	-0.1928***	.		-0.7309***	-0.7245***	-0.7503***	-0.7470***	-0.5524***	.	-0.2212***	.	-0.1994***	.	-0.1928***	.		-0.7309***	-0.7245***	-0.7503***	-0.7470***	-0.5524***	.	-0.2212***	.	-0.1994***	.	-0.1928***	.		-0.7309***	-0.7245***	-0.7503***	-0.7470***		-0.7309***	-0.7245***	-0.7503***	-0.7470***	
		(0.008)	(0.016)	(0.018)	(0.018)	(0.001)	(.)	(0.052)	(.)	(0.056)	(.)	(0.058)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.001)	(.)	(0.052)	(.)	(0.056)	(.)	(0.058)	(.)		(0.008)	(0.016)	(0.018)	(0.018)	(0.001)	(.)	(0.052)	(.)	(0.056)	(.)	(0.058)	(.)		(0.008)	(0.016)	(0.018)	(0.018)		(0.008)	(0.016)	(0.018)	(0.018)	
idkab_dum104		-0.7251***	-0.7278***	-0.7505***	-0.7484***	-0.5175***	.	-0.2343***	.	-0.1996***	.	-0.1958***	.		-0.7251***	-0.7278***	-0.7505***	-0.7484***	-0.5175***	.	-0.2343***	.	-0.1996***	.	-0.1958***	.		-0.7251***	-0.7278***	-0.7505***	-0.7484***	-0.5175***	.	-0.2343***	.	-0.1996***	.	-0.1958***	.		-0.7251***	-0.7278***	-0.7505***	-0.7484***		-0.7251***	-0.7278***	-0.7505***	-0.7484***	
		(0.008)	(0.017)	(0.021)	(0.021)	(0.001)	(.)	(0.050)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.017)	(0.021)	(0.021)	(0.001)	(.)	(0.050)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.017)	(0.021)	(0.021)	(0.001)	(.)	(0.050)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.017)	(0.021)	(0.021)		(0.008)	(0.017)	(0.021)	(0.021)	
idkab_dum105		-0.7756***	-0.7680***	-0.7966***	-0.7928***	-0.9112***	.	-0.5725***	.	-0.5643***	.	-0.5561***	.		-0.7756***	-0.7680***	-0.7966***	-0.7928***	-0.9112***	.	-0.5725***	.	-0.5643***	.	-0.5561***	.		-0.7756***	-0.7680***	-0.7966***	-0.7928***	-0.9112***	.	-0.5725***	.	-0.5643***	.	-0.5561***	.		-0.7756***	-0.7680***	-0.7966***	-0.7928***		-0.7756***	-0.7680***	-0.7966***	-0.7928***	
		(0.008)	(0.018)	(0.020)	(0.021)	(0.002)	(.)	(0.052)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.018)	(0.020)	(0.021)	(0.002)	(.)	(0.052)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.018)	(0.020)	(0.021)	(0.002)	(.)	(0.052)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.018)	(0.020)	(0.021)		(0.008)	(0.018)	(0.020)	(0.021)	
idkab_dum106		-0.7985***	-0.7471***	-0.7733***	-0.7670***	-1.2335***	.	-0.6663***	.	-0.6449***	.	-0.6243***	.		-0.7985***	-0.7471***	-0.7733***	-0.7670***	-1.2335***	.	-0.6663***	.	-0.6449***	.	-0.6243***	.		-0.7985***	-0.7471***	-0.7733***	-0.7670***	-1.2335***	.	-0.6663***	.	-0.6449***	.	-0.6243***	.		-0.7985***	-0.7471***	-0.7733***	-0.7670***		-0.7985***	-0.7471***	-0.7733***	-0.7670***	
		(0.007)	(0.015)	(0.018)	(0.018)	(0.004)	(.)	(0.057)	(.)	(0.061)	(.)	(0.062)	(.)		(0.007)	(0.015)	(0.018)	(0.018)	(0.004)	(.)	(0.057)	(.)	(0.061)	(.)	(0.062)	(.)		(0.007)	(0.015)	(0.018)	(0.018)	(0.004)	(.)	(0.057)	(.)	(0.061)	(.)	(0.062)	(.)		(0.007)	(0.015)	(0.018)	(0.018)		(0.007)	(0.015)	(0.018)	(0.018)	
idkab_dum107		-0.7897***	-0.7342***	-0.7631***	-0.7588***	-1.0858***	.	-0.5198***	.	-0.5111***	.	-0.4999***	.		-0.7897***	-0.7342***	-0.7631***	-0.7588***	-1.0858***	.	-0.5198***	.	-0.5111***	.	-0.4999***	.		-0.7897***	-0.7342***	-0.7631***	-0.7588***	-1.0858***	.	-0.5198***	.	-0.5111***	.	-0.4999***	.		-0.7897***	-0.7342***	-0.7631***	-0.7588***		-0.7897***	-0.7342***	-0.7631***	-0.7588***	
		(0.007)	(0.015)	(0.018)	(0.019)	(0.005)	(.)	(0.063)	(.)	(0.073)	(.)	(0.074)	(.)		(0.007)	(0.015)	(0.018)	(0.019)	(0.005)	(.)	(0.063)	(.)	(0.073)	(.)	(0.074)	(.)		(0.007)	(0.015)	(0.018)	(0.019)	(0.005)	(.)	(0.063)	(.)	(0.073)	(.)	(0.074)	(.)		(0.007)	(0.015)	(0.018)	(0.019)		(0.007)	(0.015)	(0.018)	(0.019)	
idkab_dum108		-0.7532***	-0.7275***	-0.7474***	-0.7444***	-0.7073***	.	-0.3022***	.	-0.2633***	.	-0.2554***	.		-0.7532***	-0.7275***	-0.7474***	-0.7444***	-0.7073***	.	-0.3022***	.	-0.2633***	.	-0.2554***	.		-0.7532***	-0.7275***	-0.7474***	-0.7444***	-0.7073***	.	-0.3022***	.	-0.2633***	.	-0.2554***	.		-0.7532***	-0.7275***	-0.7474***	-0.7444***		-0.7532***	-0.7275***	-0.7474***	-0.7444***	
		(0.008)	(0.017)	(0.020)	(0.020)	(0.000)	(.)	(0.053)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.017)	(0.020)	(0.020)	(0.000)	(.)	(0.053)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.017)	(0.020)	(0.020)	(0.000)	(.)	(0.053)	(.)	(0.057)	(.)	(0.058)	(.)		(0.008)	(0.017)	(0.020)	(0.020)		(0.008)	(0.017)	(0.020)	(0.020)	
idkab_dum109		-0.7254***	-0.6967***	-0.7193***	-0.7163***	-0.5189***	.	-0.0785	.	-0.0539	.	-0.0493	.		-0.7254***	-0.6967***	-0.7193***	-0.7163***	-0.5189***	.	-0.0785	.	-0.0539	.	-0.0493	.		-0.7254***	-0.6967***	-0.7193***	-0.7163***	-0.5189***	.	-0.0785	.	-0.0539	.	-0.0493	.		-0.7254***	-0.6967***	-0.7193***	-0.7163***		-0.7254***	-0.6967***	-0.7193***	-0.7163***	
		(0.008)	(0.016)	(0.017)	(0.018)	(0.000)	(.)	(0.064)	(.)	(0.063)	(.)	(0.066)	(.)		(0.008)	(0.016)	(0.017)	(0.018)	(0.000)	(.)	(0.064)	(.)	(0.063)	(.)	(0.066)	(.)		(0.008)	(0.016)	(0.017)	(0.018)	(0.000)	(.)	(0.064)	(.)	(0.063)	(.)	(0.066)	(.)		(0.008)	(0.016)	(0.017)	(0.018)		(0.008)	(0.016)	(0.017)	(0.018)	
idkab_dum110		-0.7474***	-0.7261***	-0.7476***	-0.7349***	-0.6625***	.	-0.2609***	.	-0.2322***	.	-0.1874***	.		-0.7474***	-0.7261***	-0.7476***	-0.7349***	-0.6625***	.	-0.2609***	.	-0.2322***	.	-0.1874***	.		-0.7474***	-0.7261***	-0.7476***	-0.7349***	-0.6625***	.	-0.2609***	.	-0.2322***	.	-0.1874***	.		-0.7474***	-0.7261***	-0.7476***	-0.7349***		-0.7474***	-0.7261***	-0.7476***	-0.7349***	
		(0.007)	(0.016)	(0.017)	(0.017)	(0.005)	(.)	(0.056)	(.)	(0.054)	(.)	(0.056)	(.)		(0.007)	(0.016)	(0.017)	(0.017)	(0.005)	(.)	(0.056)	(.)	(0.054)	(.)	(0.056)	(.)		(0.007)	(0.016)	(0.017)	(0.017)	(0.005)	(.)	(0.056)	(.)	(0.054)	(.)	(0.056)	(.)		(0.007)	(0.016)	(0.017)	(0.017)		(0.007)	(0.016)	(0.017)	(0.017)	
idkab_dum111		-0.7341***	-0.7191***	-0.7448***	-0.7381***	-0.5725***	.	-0.2148***	.	-0.2029***	.	-0.1821***	.		-0.7341***	-0.7191***	-0.7448***	-0.7381***	-0.5725***	.	-0.2148***	.	-0.2029***	.	-0.1821***	.		-0.7341***	-0.7191***	-0.7448***	-0.7381***	-0.5725***	.	-0.2148***	.	-0.2029***	.	-0.1821***	.		-0.7341***	-0.7191***	-0.7448***	-0.7381***		-0.7341***	-0.7191***	-0.7448***	-0.7381***	
		(0.008)	(0.016)	(0.017)	(0.017)	(0.001)	(.)	(0.055)	(.)	(0.053)	(.)	(0.054)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.001)	(.)	(0.055)	(.)	(0.053)	(.)	(0.054)	(.)		(0.008)	(0.016)	(0.017)	(0.017)	(0.001)	(.)	(0.055)	(.)	(0.053)	(.)	(0.054)	(.)		(0.008)	(0.016)	(0.017)	(0.017)		(0.008)	(0.016)	(0.017)	(0.017)	
idkab_dum112		-0.8055***	-0.7896***	-0.8253***	-0.8182***	-1.4069***	.	-1.0562***	.	-1.0914***	.	-1.0669***	.		-0.8055***	-0.7896***	-0.8253***	-0.8182***	-1.4069***	.	-1.0562***	.	-1.0914***	.	-1.0669***	.		-0.8055***	-0.7896***	-0.8253***	-0.8182***	-1.4069***	.	-1.0562***	.	-1.0914***	.	-1.0669***	.		-0.8055***	-0.7896***	-0.8253***	-0.8182***		-0.8055***	-0.7896***	-0.8253***	-0.8182***	
