"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","","","est9","","","","est10","","",""
"stateyrv204","-.0607148",".0197553","-3.073349",".0021167","","","","","-.0538194",".0173401","-3.103764",".0019108","-.0532172",".0168026","-3.167197",".0015392","-.0545014",".0179904","-3.029477",".0024498","-.1175704",".0248314","-4.734756","2.19e-06","","","","",".0339743",".0199385","1.703958",".0883889",".0341233",".0199021","1.714559",".0864261",".0306479",".0193077","1.587344",".1124347"
"stateyrv205","-.0871111",".0319539","-2.726148",".0064078","","","","","-.0785039",".0255126","-3.077057",".0020906","-.0532087",".0285597","-1.86307",".0624524","-.1071503",".0284718","-3.763378",".0001676","-.1333956",".0328522","-4.060475",".000049","","","","",".0340978",".0278557","1.224086",".2209197",".0364107",".0282155","1.290454",".1968932","-.0175403",".0331427","-.5292348",".5966426"
"stateyrv206","-.0412188",".012942","-3.184899",".001448","","","","","-.0350626",".0092539","-3.788978",".0001513","-.0340074",".0087335","-3.893878",".0000987","-.0362577",".0101483","-3.572803",".0003532","-.1317522",".0236438","-5.572375","2.51e-08","","","","",".0252745",".0193615","1.305397",".1917577",".0254461",".0193166","1.317317",".1877322",".0214428",".0183963","1.165602",".2437752"
"stateyrv207","-.0377444",".0126448","-2.98497",".0028361","","","","","-.0305038",".0091533","-3.332549",".0008605","-.0303363",".0087677","-3.460016",".0005401","-.0306935",".0097682","-3.142191",".0016769","-.1131137",".0234748","-4.818511","1.45e-06","","","","",".0421011",".0193143","2.179794",".0292727",".0421982",".0192699","2.189851",".0285351",".0399342",".018511","2.157324",".0309804"
"stateyrv208","-.0269186",".0141604","-1.90097",".057306","","","","","-.0198597",".0109414","-1.815094",".0695095","-.0207906",".0110407","-1.88308",".0596895","-.0188055",".0111871","-1.680999",".0927632","-.0810183",".024273","-3.337791",".0008445","","","","",".0712365",".0196389","3.627308",".0002864",".0712593",".0196595","3.624682",".0002893",".0707273",".0191414","3.694983",".0002199"
"stateyrv209","-.0114309",".0242949","-.4705057",".6379938","","","","","-.0062052",".0167304","-.3708958",".7107151","-.0019902",".0156872","-.1268682",".8990447","-.0109787",".0184731","-.5943073",".5523066","-.0561147",".019388","-2.894297",".0038001","","","","",".1028381",".0328623","3.129367",".0017518",".1032492",".0328132","3.146576",".0016519",".0936604",".0301938","3.101976",".0019223"
"stateyrv210","-.0035039",".0145573","-.2406983",".8097889","","","","",".0037111",".0114621",".3237694",".7461126",".0053485",".0111291",".4805891",".6308086",".0018567",".0121677",".1525953",".8787174","-.0389238",".0283882","-1.371128",".1703352","","","","",".1150257",".0243729","4.719409","2.37e-06",".1152559",".0243582","4.7317","2.23e-06",".1098851",".0237179","4.632994","3.60e-06"
"stateyrv211","-.0529783",".0134018","-3.953067",".0000772","","","","","-.046173",".0095322","-4.843881","1.27e-06","-.0428153",".0091105","-4.699547","2.61e-06","-.0499757",".0105625","-4.731408","2.23e-06","-.1147266",".0239627","-4.787716","1.69e-06","","","","",".0340839",".0195258","1.745577",".0808844",".0343773",".0194344","1.768892",".0769119",".0275333",".0186679","1.4749",".1402395"
"stateyrv212","-.0451022",".0130012","-3.469087",".0005222","","","","","-.0384542",".0093938","-4.093579",".0000425","-.0356753",".009126","-3.9092",".0000926","-.0416013",".0104135","-3.994944",".0000647","-.1260642",".0236846","-5.322632","1.02e-07","","","","",".0306139",".0191979","1.594649",".1107909",".0309421",".0190926","1.620633",".1050963",".0232864",".0183837","1.266691",".2052658"
"stateyrv213","-.0379099",".0128958","-2.939707",".0032852","","","","","-.0319058",".0091575","-3.484123",".0004938","-.0303244",".0087633","-3.460379",".0005394","-.0336967",".0099593","-3.383446",".0007158","-.1264185",".0239213","-5.284769","1.26e-07","","","","",".0208565",".0194467","1.072492",".283499",".0210744",".0193826","1.087281",".2769125",".0159923",".0186171",".8590137",".3903329"
"stateyrv214","-.0004257",".0152515","-.0279095",".9777343","","","","",".005023",".012373",".4059651",".6847683",".0018366",".0125729",".1460795",".8838586",".0086315",".0124913",".6910038",".4895631","-.0564196",".0259951","-2.170394",".029977","","","","",".0895954",".0211976","4.226674",".0000237",".0895301",".0212541","4.212377",".0000253",".0910522",".0209157","4.353305",".0000134"
"stateyrv215","-.0318272",".0157795","-2.016995",".0436961","","","","","-.0247851",".0127063","-1.950608",".0511038","-.0232942",".0116657","-1.996806",".0458463","-.0264734",".0138591","-1.910182",".0561098","-.1090731",".024011","-4.542632","5.56e-06","","","","",".0426494",".0195108","2.185938",".0288201",".0428759",".0194536","2.204004",".0275241",".0375943",".0188734","1.991917",".0463802"
"stateyrv216","-.0036536",".0205082","-.1781537",".8586022","","","","",".0003961",".0160872",".0246245",".9803545","-.0111374",".0177901","-.6260468",".5312842",".0134577",".0167711",".8024356",".422301","-.0762867",".0273862","-2.785589",".0053431","","","","",".0688872",".0220783","3.120131",".0018077",".0679495",".0227002","2.993345",".0027594",".0898216",".0251772","3.567581",".0003603"
"stateyrv217","-.0356431",".0135305","-2.634284",".0084315","","","","","-.029184",".0100054","-2.916818",".0035362","-.027937",".0095151","-2.936055",".0033242","-.0305962",".0108229","-2.826994",".0046987","-.135209",".0242763","-5.569586","2.55e-08","","","","",".0190094",".0198082",".9596738",".3372194",".0192009",".0197618",".9716141",".3312426",".014734",".0190675",".7727298",".4396823"
"stateyrv218","-.042282",".0126639","-3.338795",".0008414","","","","","-.0345282",".0085142","-4.055387",".0000501","-.0317178",".0080733","-3.928735",".0000854","-.037711",".0094343","-3.997224",".0000641","-.1246202",".0234815","-5.307154","1.11e-07","","","","",".0303129",".018851","1.608025",".1078296",".0306523",".0187768","1.632457",".1025833",".0227348",".0180677","1.258313",".2082787"
"stateyrv219","-.0190619",".0148795","-1.281084",".2001641","","","","","-.0116235",".0117371","-.9903146",".3220204","-.0102248",".0117629","-.8692393",".3847163","-.0132075",".0119653","-1.103813",".2696741","-.0804525",".025237","-3.187876",".0014332","","","","",".0723417",".0222118","3.256905",".0011263",".0725519",".0221666","3.273033",".001064",".067648",".0208414","3.245845",".001171"
"stateyrv220",".0012326",".0226512",".0544152",".9566044","","","","",".0062737",".0242956",".2582235",".7962345",".0051618",".0235836",".2188709",".8267506",".0075329",".0251003",".3001126",".7640913","-.0046701",".0182596","-.255762",".7981346","","","","",".1481752",".0245905","6.0257","1.68e-09",".1481851",".0245067","6.046723","1.48e-09",".1479533",".0264778","5.587833","2.30e-08"
"stateyrv221","-.0030068",".0135581","-.2217744",".8244895","","","","",".0043864",".0101444",".4323977",".6654524",".0059489",".0099015",".6008103",".5479663",".0026169",".010722",".2440663",".8071795","-.088254",".0266977","-3.305674",".0009475","","","","",".0637441",".0225901","2.821769",".004776",".0639634",".0225233","2.83988",".004513",".0588481",".0218795","2.689645",".0071528"
"stateyrv222","-.0437004",".0135405","-3.227384",".0012493","","","","","-.0372234",".0100502","-3.703746",".0002124","-.0363727",".0096182","-3.781666",".0001558","-.0381869",".0107916","-3.538592",".0004023","-.0779384",".0240746","-3.237364",".0012064","","","","",".0711708",".0196791","3.616572",".0002985",".0714492",".0195926","3.646742",".0002656",".0649548",".018994","3.41976",".0006268"
"stateyrv223","-.0261984",".0126948","-2.063704",".0390458","","","","","-.0199786",".0094249","-2.119775",".034025","-.0210326",".0089964","-2.337893",".0193928","-.0187849",".010012","-1.876237",".0606227","-.1058236",".0239938","-4.410459",".0000103","","","","",".0478586",".0196453","2.43614",".0148449",".0478368",".0197044","2.427718",".0151941",".0483444",".0186821","2.587742",".0096607"
"stateyrv224","-.039354",".0128039","-3.073601",".0021149","","","","","-.0331473",".0088597","-3.741345",".000183","-.0310617",".0084975","-3.655417",".0002568","-.0355093",".0096645","-3.674189",".0002386","-.1093229",".0239878","-4.557446","5.18e-06","","","","",".0367809",".0195498","1.881395",".0599183",".037046",".0194641","1.903303",".057001",".0308613",".018715","1.649011",".0991454"
"stateyrv225","-.01583",".014189","-1.115653",".2645708","","","","","-.0096648",".0108218","-.8930893",".3718093","-.0072423",".0104886","-.6904907",".4898857","-.0124083",".0115603","-1.073354",".2831121","-.0723475",".0253898","-2.849471",".0043792","","","","",".0761472",".0213351","3.569109",".0003582",".0764588",".0212471","3.598555",".00032",".0691904",".0207002","3.3425",".0008303"
"stateyrv226","-.0160124",".0135939","-1.177912",".2388317","","","","","-.0089263",".0102626","-.8697852",".3844178","-.008145",".0100916","-.8071115",".4196023","-.009811",".0106392","-.9221565",".3564469","-.0720181",".0246482","-2.921838",".0034797","","","","",".0781913",".0211854","3.690807",".0002235",".0783591",".0211822","3.699297",".0002162",".0744445",".020282","3.670478",".0002421"
"stateyrv227","-.0090918",".0171831","-.5291148",".5967258","","","","","-.004211",".0139858","-.3010878",".7633476","-.0090173",".0141917","-.635394",".5251715",".0012322",".0143844",".085659",".9317375","-.0882115",".0267557","-3.296925",".0009775","","","","",".0611875",".0226672","2.699384",".0069468",".060859",".0228678","2.661339",".0077831",".0685208",".0218019","3.142874",".001673"
"stateyrv228","-.0140595",".0131156","-1.07197",".2837337","","","","","-.0072792",".0093041","-.7823721",".4339959","-.0048003",".0091129","-.5267555",".5983634","-.0100866",".0099794","-1.010743",".3121396","-.1021879",".0238045","-4.292804",".0000176","","","","",".0511001",".0194169","2.631732",".0084951",".0514055",".0193149","2.661451",".0077805",".0442798",".0186442","2.374995",".0175492"
"stateyrv229","-.025312",".0127621","-1.983364",".0473268","","","","","-.0176173",".0088355","-1.993918",".046161","-.0173129",".0084877","-2.039766",".0413736","-.0179621",".00948","-1.894736",".0581274","-.0999363",".0235854","-4.237201",".0000226","","","","",".0510421",".0190223","2.683276",".0072905",".0511545",".0189937","2.693242",".0070761",".0485326",".0182548","2.658626",".007846"
"stateyrv230",".00689",".0160359",".4296602",".6674428","","","","",".014189",".0132635","1.069781",".284718",".0128878",".0132325",".9739492",".3300818",".0156626",".0135162","1.158807",".246535","-.0567475",".0277985","-2.041386",".0412125","","","","",".0925651",".0230654","4.013155",".0000599",".092521",".0231056","4.004273",".0000622",".0935482",".0225948","4.14025",".0000347"
"stateyrv231",".0209218",".0187712","1.114573",".2650334","","","","",".026022",".0154092","1.688726",".0912719",".0242391",".014999","1.616041",".1060854",".0280411",".0158818","1.765612",".077461","-.0019444",".0236194","-.082321",".9343915","","","","",".1498549",".0315889","4.743903","2.10e-06",".149827",".031585","4.743609","2.10e-06",".1504779",".0320728","4.691766","2.71e-06"
"stateyrv232",".0307866",".0203222","1.514927",".1297908","","","","",".0385962",".0180625","2.136814",".0326131",".0394807",".0175958","2.243757",".024848",".0375944",".0187184","2.008424",".0445983","-.0130069",".0253223","-.5136537",".6074942","","","","",".1333766",".0209216","6.375051","1.83e-10",".133537",".0208466","6.405703","1.50e-10",".1297939",".020468","6.341321","2.28e-10"
"stateyrv233","-.0288268",".015347","-1.878336",".0603352","","","","","-.0216841",".0117559","-1.844518",".0651076","-.0163845",".0113468","-1.443967",".1487482","-.0276858",".0129449","-2.138731",".0324574","-.0336887",".0245684","-1.371221",".1703062","","","","",".116059",".0202576","5.729169","1.01e-08",".1165574",".0201189","5.793426","6.90e-09",".104932",".0196338","5.344463","9.07e-08"
"stateyrv234","-.0369262",".0136794","-2.699398",".0069465","","","","","-.0298567",".0101588","-2.939012",".0032926","-.0280933",".0098462","-2.853196",".0043282","-.0318538",".0108042","-2.948284",".0031954","-.0536441",".0242786","-2.209522",".0271383","","","","",".0965714",".0197018","4.901658","9.50e-07",".0968114",".0196257","4.932895","8.10e-07",".0912133",".0191034","4.774722","1.80e-06"
"stateyrv235","-.0253835",".0152081","-1.669083",".0951009","","","","","-.0190149",".0119935","-1.58543",".1128687","-.0172957",".0114727","-1.507552",".1316691","-.0209618",".0128361","-1.633035",".1024615","-.0535757",".0243754","-2.19794",".0279534","","","","",".0901751",".0196878","4.580245","4.64e-06",".0904084",".0196203","4.607893","4.07e-06",".084965",".018892","4.497414","6.88e-06"
"stateyrv236","-.0083528",".015363","-.5436937",".5866523","","","","","-.0023905",".0124533","-.1919547",".8477777","-.0049508",".0122201","-.4051366",".6853771",".0005091",".0129604",".0392794",".9686676","-.0215886",".0302659","-.713298",".4756614","","","","",".1195925",".0269511","4.437389","9.11e-06",".1194503",".0270351","4.418345","9.95e-06",".1227672",".0262931","4.669172","3.02e-06"
"stateyrv237","-.009393",".0150655","-.6234761",".5329717","","","","","-.0019744",".0118843","-.1661379",".8680484","-.0016962",".0112281","-.1510646",".8799248","-.0022895",".0128193","-.1786011",".8582509","-.0458755",".0251446","-1.824468",".0680813","","","","",".1000891",".0205459","4.871495","1.11e-06",".1001935",".0205154","4.88383","1.04e-06",".0977572",".020068","4.87129","1.11e-06"
"stateyrv238","-.0401861",".0157895","-2.545121",".010924","","","","","-.0337732",".0125095","-2.699817",".0069378","-.0287779",".0123288","-2.334199",".0195853","-.0394303",".0134924","-2.922415",".0034733","-.0768753",".0257877","-2.981085",".0028723","","","","",".0752398",".0219587","3.426415",".0006116",".07579",".0217878","3.478556",".0005041",".0629558",".0215246","2.924822",".0034465"
"stateyrv239","-.0140416",".02434","-.5768931",".5640117","","","","","-.006675",".0221644","-.3011613",".7632915","-.0018702",".0222636","-.0840027",".9330543","-.0121165",".0224027","-.5408472",".5886129","-.086367",".0238967","-3.614182",".0003013","","","","",".065391",".0196932","3.320489",".0008986",".0659115",".0195082","3.378653",".0007284",".0537695",".019012","2.828193",".0046812"
"stateyrv240",".0005829",".0139521",".0417778",".9666759","","","","",".0087938",".009559",".9199563",".3575956",".0118129",".0091823","1.286488",".1982727",".0053749",".0102606",".5238349",".6003934","-.0564316",".0236975","-2.381337",".0172499","","","","",".094641",".0190783","4.960656","7.03e-07",".0949938",".0189548","5.011587","5.40e-07",".0867625",".0182162","4.762929","1.91e-06"
"stateyrv241","-.001011",".0170954","-.0591372",".9528429","","","","",".0069085",".014437",".4785255",".6322762",".0069928",".014462",".4835333",".6287171",".0068129",".0145729",".4675049",".6401387",".0068571",".0268382",".2554992",".7983375","","","","",".1525443",".0240239","6.349699","2.16e-10",".1526264",".024022","6.353611","2.10e-10",".150711",".02269","6.642184","3.09e-11"
"stateyrv242","-.0166599",".0157792","-1.055813",".2910538","","","","","-.0101744",".0218537","-.4655675",".6415251","-.0071073",".0219713","-.3234838",".7463289","-.0136477",".0222894","-.6122945",".5403429","-.0161951",".0308191","-.5254887",".5992435","","","","",".1317472",".0375382","3.509683",".0004486",".1322374",".0377006","3.507566",".0004522",".1208042",".0345207","3.499473",".0004662"
"stateyrv243",".0532589",".0136652","3.897411",".0000972","","","","",".0610097",".0103807","5.877248","4.17e-09",".0590399",".0103116","5.725582","1.03e-08",".0632406",".0107289","5.89441","3.76e-09","-.0233654",".0260393","-.8973113",".3695528","","","","",".1184606",".0221187","5.355681","8.52e-08",".118373",".0222142","5.328704","9.89e-08",".1204161",".021343","5.64194","1.68e-08"
"stateyrv244",".0246302",".0136135","1.809247",".0704127","","","","",".0309081",".0104055","2.970362",".0029745",".0270512",".0106101","2.549579",".0107853",".0352759",".0105587","3.340938",".000835",".1139265",".0262085","4.346925",".0000138","","","","",".2556972",".0219849","11.63058","0",".2554242",".0221957","11.50782","0",".2617927",".0213939","12.23677","0"
"stateyrv245","-.0053165",".0130786","-.4065034",".6843728","","","","",".0015058",".0096009",".1568355",".8753745",".0006317",".0091484",".0690511",".944949",".0024956",".0102922",".2424774",".8084103",".2044798",".0265248","7.709003","1.27e-14","","","","",".3523071",".023078","15.26594","0",".3523066",".0231277","15.2331","0",".3523182",".022051","15.9774","0"
"stateyrv246","-.0005947",".0134083","-.0443501",".9646254","","","","",".0052689",".0101497",".5191212",".6036762",".0021844",".0102159",".2138225",".8306855",".0087622",".0103456",".8469443",".3970262",".0830092",".0271036","3.062665",".0021938","","","","",".222866",".0227354","9.802587","0",".2226609",".0228864","9.728977","0",".2274447",".021958","10.35818","0"
"stateyrv247",".0010663",".0145448",".0733143",".941556","","","","",".0075028",".0114486",".6553438",".5122464",".0065276",".0110603",".5901836",".5550675",".0086072",".0121628",".7076604",".4791562",".0108785",".027438",".3964744",".6917551","","","","",".149854",".023464","6.386539","1.70e-10",".1498025",".0235241","6.36805","1.91e-10",".1510037",".0228606","6.605403","3.96e-11"
"stateyrv248",".0227914",".0128243","1.777204",".0755348","","","","",".030212",".0092323","3.272418",".0010663",".0294783",".0088615","3.326569",".0008792",".0310429",".0098064","3.165574",".0015478",".028527",".0250528","1.138675",".2548387","","","","",".1728457",".021573","8.012129","1.11e-15",".1728762",".0216002","8.003435","1.11e-15",".1721662",".0206737","8.327794","0"
"stateyrv249",".0006993",".0164891",".0424081",".9661734","","","","",".0058138",".0128382",".4528557",".6506526","-.0021515",".0142848","-.1506138",".8802804",".0148344",".012542","1.182785",".2368945",".0175559",".0281942",".6226794",".5334953","","","","",".1586915",".0244583","6.488236","8.68e-11",".1580885",".0248316","6.366435","1.93e-10",".1721538",".0230792","7.459271","8.70e-14"
"stateyrv250",".0208661",".0223647",".9329947",".3508227","","","","",".0277354",".0203829","1.360723",".1736011",".0266185",".0201316","1.322224",".1860936",".0290003",".0208073","1.393754",".163392","-.0057832",".0244475","-.2365579",".8129998","","","","",".1399433",".0203065","6.891548","5.52e-12",".1399244",".0203537","6.874634","6.22e-12",".1403659",".0195368","7.184677","6.74e-13"
"stateyrv251",".0348149",".0133133","2.61504",".0089217","","","","",".0425185",".0097661","4.35367",".0000134",".0409718",".00971","4.219559",".0000245",".0442701",".0100514","4.404367",".0000106",".0529179",".0239279","2.211559",".0269971","","","","",".2007617",".019365","10.36724","0",".2006915",".0194402","10.32354","0",".2023279",".0185164","10.92695","0"
"stateyrv252",".0372269",".01448","2.570909",".0101432","","","","",".0451252",".0113771","3.966332",".000073",".0437399",".0114634","3.815605",".0001358",".0466939",".0115751","4.034007",".0000548",".0745089",".0259827","2.867633",".0041355","","","","",".2180514",".0218371","9.985376","0",".2180194",".0219084","9.951388","0",".2187652",".020685","10.57604","0"
"stateyrv253",".0307707",".021409","1.43728",".1506384","","","","",".0370163",".0159662","2.318421",".0204264",".0377652",".0159995","2.360394",".0182555",".0361683",".016049","2.253617",".0242203",".0880419",".0192025","4.584913","4.54e-06","","","","",".2324516",".0152895","15.20337","0",".2325359",".015307","15.19148","0",".2305697",".0145551","15.84111","0"
"stateyrv254",".0165686",".0128482","1.289565",".1972017","","","","",".0243652",".0093608","2.602884",".0092443",".0222396",".0094304","2.358296",".018359",".0267723",".0096843","2.764509",".0057009","-.0473394",".0256227","-1.84756",".064666","","","","",".0940744",".0213487","4.406573",".0000105",".0939664",".0214227","4.386292",".0000115",".0964858",".0210791","4.577326","4.71e-06"
"stateyrv255","-.0000894",".0141662","-.0063094",".9949659","","","","",".0067626",".0107836",".6271224",".530579",".008708",".0099318",".8767766",".380608",".0045595",".012004",".3798303",".7040714",".0067862",".029441",".2305001",".8177032","","","","",".1545201",".0262801","5.879734","4.11e-09",".1548332",".0262124","5.906875","3.49e-09",".1475299",".0253167","5.82738","5.63e-09"
"stateyrv256","-.0254212",".0126003","-2.0175",".0436434","","","","","-.0184931",".0088041","-2.100522",".0356829","-.017363",".0083484","-2.079785",".0375452","-.0197731",".0095913","-2.061555",".0392501","-.0681551",".0283853","-2.401076",".016347","","","","",".0825129",".025839","3.193351",".0014063",".0826944",".0257957","3.205739",".0013472",".0784615",".0247582","3.169115",".001529"
"stateyrv257",".0041026",".0128595",".3190343",".7497005","","","","",".010192",".0094081","1.083316",".2786681",".0082693",".0094233",".8775459",".3801902",".0123693",".0096181","1.286051",".1984252","-.0505931",".0245458","-2.061175",".0392864","","","","",".0892738",".0205772","4.338488",".0000143",".0891756",".0206776","4.312674",".0000161",".091468",".0197462","4.632189","3.62e-06"
"stateyrv258","-.0299794",".0147143","-2.037436",".0416064","","","","","-.0238739",".0116859","-2.042974",".041055","-.0285082",".0119828","-2.379098",".017355","-.0186257",".0119556","-1.557897",".1192576","-.0665626",".0275848","-2.413013",".0158212","","","","",".0702587",".0242708","2.894785",".0037942",".0700143",".0244268","2.866295",".0041531",".0757157",".0234366","3.230657",".0012351"
"stateyrv259",".0069475",".0150435",".461826",".6442061","","","","",".0141477",".0120636","1.172757",".2408935",".0118105",".011688","1.010482",".3122644",".0167945",".0127893","1.31317",".1891257","-.0611228",".0280327","-2.180413",".0292268","","","","",".0823763",".0232145","3.548485",".0003875",".0822425",".0233242","3.526057",".0004218",".0853629",".0223303","3.822744",".000132"
"stateyrv260","-.0377871",".0167246","-2.25938",".0238598","","","","","-.0309336",".0132792","-2.329468",".0198343","-.024537",".0127779","-1.920272",".0548236","-.0381775",".0149256","-2.557851",".0105321","-.0667225",".0320869","-2.07943",".0375778","","","","",".0837241",".0283931","2.948751",".0031906",".0843875",".0282482","2.987356",".002814",".0689124",".0292368","2.357045",".018421"
"stateyrv261",".0112656",".0128703",".8753151",".3814025","","","","",".018178",".0091755","1.981133",".0475763",".0185898",".0086842","2.140649",".0323024",".0177116",".0099552","1.779124",".0752195","-.0615141",".0262033","-2.34757",".0188963","","","","",".0868958",".0230355","3.772259",".0001618",".0870153",".0230274","3.778774",".0001576",".0842278",".022062","3.81777",".0001347"
"stateyrv262",".0031267",".0147084",".2125787",".8316556","","","","",".011053",".011349",".9739149",".3300988",".0107777",".0109167",".9872674",".3235116",".0113647",".0120097",".9462997",".3439958","-.059189",".0242557","-2.440206",".0146789","","","","",".0890795",".0202571","4.397447",".000011",".0891337",".0202597","4.399554",".0000108",".0878703",".0192344","4.568388","4.91e-06"
"stateyrv263",".0137354",".0145782",".9421876",".3460966","","","","",".0217278",".011435","1.900118",".0574176",".0206754",".0113812","1.816631",".0692736",".0229196",".0117633","1.948408",".0513662","-.0196967",".0261026","-.7545884",".450496","","","","",".124063",".0221743","5.59489","2.21e-08",".1240505",".0222037","5.586921","2.31e-08",".1243431",".0217139","5.72642","1.03e-08"
"stateyrv264","0",".",".",".","","","","",".0061722",".0172422",".3579724",".720364",".0063006",".0174057",".3619862",".7173624",".0060268",".0172619",".3491377",".7269859","0",".",".",".","","","","",".1445798",".0294018","4.917378","8.77e-07",".1447909",".0293877","4.926923","8.35e-07",".1398651",".0282878","4.944361","7.64e-07"
"stateyrv265","","","","","","","","",".0188134",".0099009","1.900173",".0574104",".0178801",".0092707","1.928679",".0537707",".0198702",".0108572","1.830148",".0672278","","","","","","","","",".0588939",".0203167","2.898793",".003746",".0588984",".0203758","2.890598",".0038451",".0587934",".019062","3.084326",".0020401"
"stateyrv266","","","","","","","","",".0220784",".0092812","2.378839",".0173673",".0208119",".0091431","2.276238",".0228318",".0235128",".0097459","2.412591",".0158396","","","","","","","","",".0732897",".0224964","3.257841",".0011226",".0732306",".0225526","3.247101",".0011659",".0746101",".0219833","3.393945",".0006889"
"stateyrv267","","","","","","","","","-.0156568",".0093072","-1.682224",".0925254","-.0170164",".0090078","-1.88907",".0588825","-.0141172",".0097559","-1.447036",".1478868","","","","","","","","","-.0008432",".0211632","-.0398417",".9682193","-.0008887",".0212133","-.0418936",".9665836",".0001731",".0205139",".0084396",".9932663"
"stateyrv268","","","","","","","","",".0307062",".0107843","2.8473",".0044092",".0257637",".0112648","2.287105",".0221897",".0363035",".0107357","3.381562",".0007207","","","","","","","","",".0324019",".0201453","1.60841",".1077454",".0320278",".0204302","1.56767",".1169581",".0407527",".0194292","2.097498",".0359495"
"stateyrv269","","","","","","","","","-.0218481",".0109438","-1.996389",".0458916","-.0178575",".0107263","-1.664824",".0959478","-.0263674",".0117764","-2.239005",".0251556","","","","","","","","",".0963781",".0244035","3.94935",".0000784",".0967232",".0242912","3.98182",".0000684",".0886719",".0241547","3.671",".0002416"
"stateyrv270","","","","","","","","",".0164293",".0110927","1.481089",".1385827",".0164758",".0105311","1.56449",".1177024",".0163765",".0121727","1.345343",".1785146","","","","","","","","",".0715709",".0207814","3.443982",".0005732",".0716486",".0207438","3.453977",".0005524",".069837",".0210452","3.318423",".0009053"
"stateyrv271","","","","","","","","",".0070005",".0144886",".483173",".6289729","-.000545",".0145849","-.0373667",".9701926",".0155457",".0154812","1.004164",".3152993","","","","","","","","",".0868987",".023465","3.703336",".0002128",".0862975",".0238642","3.616184",".000299",".1003212",".0242611","4.135062",".0000355"
"stateyrv272","","","","","","","","",".0065905",".0098058",".672105",".5015169",".0077679",".0092676",".8381703",".4019351",".0052572",".0105665",".4975365",".6188108","","","","","","","","",".0489687",".0203207","2.409791",".0159617",".0491579",".0202962","2.422028",".0154342",".044746",".019467","2.298557",".0215301"
"stateyrv273","","","","","","","","",".0045354",".008916",".5086798",".6109767",".0049473",".00836",".5917848",".5539947",".0040689",".0097329",".4180555",".6759065","","","","","","","","",".0339871",".0196756","1.727372",".0841009",".0340931",".0196312","1.736673",".0824449",".0316216",".0185953","1.700513",".0890344"
"stateyrv274","","","","","","","","",".0202516",".0120609","1.679107",".0931312",".0179682",".0124384","1.444576",".1485769",".0228375",".0118719","1.923661",".0543971","","","","","","","","",".0639831",".0281296","2.274583",".0229309",".0638409",".0282803","2.257436",".0239808",".0671562",".0269045","2.4961",".0125567"
"stateyrv275","","","","","","","","",".0266952",".0103319","2.583754",".0097731",".0291971",".0103502","2.82093",".0047885",".0238618",".0105824","2.254855",".0241425","","","","","","","","",".0951669",".023155","4.109995",".0000396",".0954031",".0231582","4.11963",".0000379",".0898916",".0223028","4.030513",".0000557"
"stateyrv276","","","","","","","","","-.0149282",".0104764","-1.424927",".1541783","-.0162163",".0101282","-1.601094",".1093561","-.0134694",".0111322","-1.209947",".2262992","","","","","","","","",".0039817",".019923",".1998548",".8415942",".0039482",".0199885",".1975239",".8434175",".0047298",".0190943",".2477065",".8043615"
"stateyrv277","","","","","","","","",".0088552",".0105697",".8377853",".4021513",".0123534",".0096665","1.277968",".2012606",".0048934",".0121036",".4042937",".6859968","","","","","","","","",".0688095",".0202692","3.394785",".0006868",".0691338",".0201645","3.42849",".0006069",".061569",".0193132","3.18793",".0014329"
"stateyrv278","","","","","","","","","-.029236",".0086241","-3.390027",".0006989","-.0286997",".0081721","-3.511899",".0004449","-.0298432",".00938","-3.181576",".0014648","","","","","","","","",".0241868",".0193817","1.247918",".2120611",".0243145",".0193451","1.256883",".2087961",".0213356",".0187146","1.140047",".2542668"
"stateyrv279","","","","","","","","","-.0132018",".0090285","-1.462231",".143678","-.0111956",".0086837","-1.289268",".1973048","-.0154737",".0097945","-1.579845",".1141425","","","","","","","","",".0187064",".0196016",".9543345",".3399144",".0189673",".0195109",".9721353",".3309833",".0128831",".0189351",".6803825",".4962623"
"stateyrv280","","","","","","","","","-.0199698",".0097414","-2.049986",".0403658","-.0165291",".0094535","-1.748452",".0803857","-.0238664",".0105267","-2.267225",".0233765","","","","","","","","",".0554101",".0250134","2.215212",".0267455",".0558226",".0249145","2.24057",".0250539",".0461993",".0242621","1.904174",".0568876"
"stateyrv281","","","","","","","","","-.0058151",".0103881","-.5597863",".5756252","-.0059739",".010141","-.5890823",".5558061","-.0056353",".0108747","-.5182049",".6043153","","","","","","","","",".0533734",".0208226","2.563239",".0103701",".053447",".0208161","2.567575",".0102413",".0517307",".0200838","2.575744",".0100025"
"stateyrv282","","","","","","","","","-.0373047",".0136982","-2.723325",".0064629","-.0268859",".0144333","-1.862772",".0624944","-.0491037",".015213","-3.227744",".0012477","","","","","","","","",".0124356",".0269509",".4614152",".6445007",".0134546",".0267473",".5030247",".6149469","-.0103142",".0291269","-.3541137",".7232536"
"stateyrv283","","","","","","","","","-.0126807",".009197","-1.378782",".167962","-.0084793",".0090861","-.9332201",".3507063","-.0174387",".0099606","-1.750778",".0799842","","","","","","","","",".0385357",".0197071","1.955421",".0505334",".039001",".0195291","1.997073",".0458172",".028147",".019164","1.468741",".141903"
