"","est1","","","","est2","","","","est3","","","","est4","","","","est5","","","","est6","","","","est7","","","","est8","","",""
"stateyrv159","-.2293092",".0244813","-9.366721","9.19e-20","-.0618257",".0116011","-5.329303","9.86e-08","-.2288864",".024256","-9.436279","5.10e-20","-.0508327",".0125104","-4.063221",".0000484",".3346232",".0110732","30.21915","3.9e-124",".1020846",".0212807","4.79705","1.61e-06",".3351441",".011165","30.01746","4.6e-123",".1074457",".0214138","5.017601","5.23e-07"
"stateyrv160","-.2104456",".0243834","-8.630684","3.82e-17","-.032195",".0110166","-2.922398",".0034735","-.2104701",".0241894","-8.700913","2.19e-17","-.0264423",".0129331","-2.044542",".0409",".3041492",".005816","52.29522","7.2e-230",".0762069",".0193948","3.929249",".0000852",".3040699",".0059046","51.49682","1.7e-226",".0789809",".0197961","3.989715",".0000662"
"stateyrv161","-.213982",".0266143","-8.040122","3.64e-15","-.0286102",".0155424","-1.840783",".0656534","-.211792",".0265162","-7.987255","5.40e-15","-.0484385",".0169397","-2.859466",".0042435",".2114491",".0192481","10.98546","8.82e-26","-.0134675",".0267287","-.5038581",".6143611",".2109538",".0192623","10.95166","1.21e-25","-.0236765",".0272322","-.8694298",".3846121"
"stateyrv162","-.2451743",".0248315","-9.873535","1.16e-21","-.0705313",".0113816","-6.196962","5.76e-10","-.2445457",".0246784","-9.909301","8.48e-22","-.0674562",".0118602","-5.687605","1.29e-08",".2314624",".0051105","45.29135","4.2e-199",".0019013",".0191437",".0993197",".9208845",".2315909",".0052233","44.33765","1.0e-194",".0036063",".0194024",".1858673",".8525488"
"stateyrv163","-.2300601",".02426","-9.48312","3.42e-20","-.0524753",".0093158","-5.632928","1.77e-08","-.2304918",".024184","-9.53074","2.28e-20","-.0425669",".0096917","-4.392081",".0000112",".2869818",".0076004","37.75855","4.4e-163",".0589413",".0196676","2.996872",".0027277",".2869195",".0079216","36.21966","2.4e-155",".0639847",".0201052","3.182493",".0014601"
"stateyrv164","-.2420305",".0256425","-9.438642","5.00e-20","-.0585419",".0122325","-4.785781","1.70e-06","-.2434218",".0255152","-9.540248","2.10e-20","-.045214",".0138782","-3.257913",".0011223",".3210794",".0107038","29.99683","5.9e-123",".095181",".0213456","4.459042","8.23e-06",".3207434",".0108097","29.67182","3.2e-121",".1023355",".0220652","4.637872","3.52e-06"
"stateyrv165","-.2045466",".0290843","-7.03289","4.67e-12","-.0379233",".0273561","-1.386284",".1656601","-.2037878",".028992","-7.029095","4.80e-12","-.0291569",".0282096","-1.033582",".3013316",".4540474",".0595663","7.622556","9.33e-14",".2199054",".0661788","3.322898",".0008909",".4547712",".0596633","7.622298","9.35e-14",".2226245",".067266","3.309613",".0009343"
"stateyrv166","-.2054123",".0247472","-8.300439","5.04e-16","-.0364071",".0113791","-3.19946",".0013769","-.204211",".0245607","-8.314556","4.52e-16","-.0335702",".0127187","-2.639431",".0083045",".1580779",".0083844","18.85387","4.68e-63","-.0741918",".0204109","-3.634915",".0002781",".1585571",".0083833","18.91352","2.28e-63","-.0725816",".0208929","-3.473986",".0005128"
"stateyrv167","-.2126843",".0238721","-8.909313","4.08e-18","-.0418971",".0092144","-4.546923","5.44e-06","-.2107549",".0237945","-8.857283","6.22e-18","-.0469942",".0091942","-5.111274","3.20e-07",".2857169",".0064381","44.37896","6.6e-195",".0552918",".0195743","2.824709",".0047324",".285949",".0064702","44.19445","4.7e-194",".052517",".0198316","2.648156",".0080932"
"stateyrv168","-.195988",".0240503","-8.149084","1.60e-15","-.0352316",".0097029","-3.63105",".0002823","-.1934687",".0238366","-8.11646","2.05e-15","-.0369731",".0102815","-3.596079",".0003231",".2473701",".0043289","57.14355","1.1e-249",".0112241",".0192819",".5821045",".5604963",".2483479",".0042548","58.36877","1.6e-254",".0108763",".0196999",".5520975",".5808816"
"stateyrv169","-.2131046",".0238485","-8.935753","3.29e-18","-.0424933",".0091922","-4.62273","3.79e-06","-.2114109",".0237305","-8.908846","4.09e-18","-.0453637",".0094417","-4.804632","1.55e-06",".2397831",".0038523","62.2434","2.3e-269",".0083474",".018904",".4415711",".6587996",".2401491",".0038467","62.42992","4.7e-270",".0071432",".0192028",".3719857",".7099035"
"stateyrv170","-.1640327",".0256509","-6.394807","2.88e-10","-.0092751",".0137531","-.6743982",".5000582","-.1618713",".0255996","-6.323208","4.47e-10","-.0027486",".0122514","-.2243525",".822483",".3195526",".0106508","30.00279","5.5e-123",".0823496",".0217493","3.786315",".0001529",".3206721",".0105978","30.2585","2.4e-124",".084575",".0221261","3.822406",".0001322"
"stateyrv171","-.2077499",".0251538","-8.259196","6.92e-16","-.0333096",".011122","-2.994935",".002745","-.2071671",".0251243","-8.245673","7.67e-16","-.0296588",".0114856","-2.582253",".0098158",".2534552",".0075082","33.75716","9.9e-143",".0233745",".0196954","1.186799",".2353068",".2536511",".0076403","33.19909","7.8e-140",".0251863",".0196112","1.284285",".1990423"
"stateyrv172","-.1951152",".0256143","-7.617421","8.07e-14","-.0289144",".0135613","-2.132126",".0329965","-.1926306",".0256025","-7.523887","1.57e-13","-.0349922",".0130086","-2.689932",".0071467",".3194478",".0112379","28.42581","1.5e-114",".0865134",".0214052","4.041698",".0000531",".3200042",".0113064","28.30295","7.0e-114",".0832666",".0217549","3.827487",".0001295"
"stateyrv173","-.2059863",".0249602","-8.252597","7.28e-16","-.0412024",".0117228","-3.514718",".0004402","-.2034642",".0248762","-8.179071","1.27e-15","-.0464025",".012413","-3.738215",".0001853",".2442759",".0063773","38.30412","8.6e-166",".0100367",".0196706",".5102417",".6098821",".2450031",".0063533","38.56306","4.5e-167",".0077971",".0202548",".3849516",".7002733"
"stateyrv174","-.2199718",".0249951","-8.800582","9.83e-18","-.0493113",".0107006","-4.60828","4.06e-06","-.2192308",".0249725","-8.778892","1.17e-17","-.043831",".0099851","-4.389633",".0000114",".2508975",".0086596","28.9732","1.8e-117",".0195167",".0201662",".9677936",".3331475",".2512641",".0088953","28.24679","1.4e-113",".0225525",".0201014","1.121941",".2618875"
"stateyrv175","-.1905888",".0258689","-7.3675","4.73e-13","-.0196999",".0130046","-1.514839",".1298133","-.1905707",".0256506","-7.429479","3.07e-13","-.0080451",".0146689","-.5484445",".5833867",".316429",".0085717","36.91574","7.4e-159",".0851937",".0204796","4.159929",".0000318",".316783",".008643","36.65211","1.6e-157",".0915848",".0208062","4.401808",".0000107"
"stateyrv176","-.1355651",".0283369","-4.784055","2.08e-06",".0330728",".0132888","2.488769",".0128186","-.134057",".0287694","-4.659703","3.77e-06",".033519",".0143167","2.341252",".0192192",".379231",".0225511","16.81651","1.37e-52",".1427062",".0232079","6.14904","7.80e-10",".3802554",".0227094","16.74441","3.17e-52",".1410649",".0234045","6.027246","1.67e-09"
"stateyrv177","-.1952818",".0326796","-5.975648","3.59e-09","-.0246056",".0250932","-.9805678",".3268059","-.192864",".0324819","-5.937587","4.48e-09","-.0339108",".0259539","-1.30658",".1913552",".357444",".0145961","24.489","3.02e-93",".1260007",".0239288","5.265655","1.40e-07",".3578046",".0144883","24.69615","2.27e-94",".1213845",".0244598","4.962611","6.96e-07"
"stateyrv178","-.2406404",".0340959","-7.057751","3.96e-12","-.0644435",".0246379","-2.615627",".0089064","-.2384132",".0342489","-6.961199","7.55e-12","-.0767774",".0236481","-3.246657",".0011677",".3040215",".0080012","37.99677","2.9e-164",".0748263",".0199278","3.75487",".0001734",".30409",".0080799","37.63549","1.8e-162",".0697538",".0199453","3.497251",".0004701"
"stateyrv179","-.224731",".0265346","-8.469364","1.36e-16","-.0689884",".0147966","-4.662451","3.12e-06","-.2198889",".026223","-8.385353","2.62e-16","-.0869183",".0155812","-5.578421","2.43e-08",".294215",".0055808","52.71889","1.2e-231",".0556922",".0197392","2.821393",".0047816",".2954856",".0056458","52.33759","4.8e-230",".0471753",".0212679","2.218147",".0265448"
"stateyrv180","-.2318047",".0299387","-7.742631","3.27e-14","-.0623207",".0196489","-3.171721",".0015154","-.2301635",".0298836","-7.702001","4.39e-14","-.063768",".0196202","-3.250118",".0011536",".2773605",".0038899","71.30212","1.5e-301",".0453249",".0189152","2.396216",".0165653",".2778057",".0039014","71.20581","3.2e-301",".04497",".0191599","2.347087",".0189208"
"stateyrv181","-.232672",".0469137","-4.959573","8.80e-07","-.0546572",".0409094","-1.336053",".181532","-.2301967",".0469185","-4.906311","1.15e-06","-.0707264",".0407509","-1.735578",".0826384",".3340501",".0087508","38.17382","3.8e-165",".1041798",".0205798","5.062233","4.14e-07",".3342048",".0087019","38.40587","2.7e-166",".0983965",".0206873","4.75637","1.97e-06"
"stateyrv182","-.2713759",".0411722","-6.591244","8.38e-11","-.106952",".036526","-2.928103",".0034104","-.2690418",".0409813","-6.564993","9.90e-11","-.1101882",".0372704","-2.956452",".003112",".3048583",".0061378","49.6686","1.2e-218",".0702741",".0191679","3.666245",".0002461",".3056321",".0063209","48.35275","7.1e-213",".0690337",".0194601","3.547443",".000389"
"stateyrv183","-.1883216",".0578646","-3.25452",".0011884","-.0246184",".0532799","-.4620583",".6440395","-.1854077",".0579053","-3.201912",".0014246","-.0323481",".0527489","-.6132465",".5397133",".3538354",".01641","21.5622","1.99e-77",".118983",".0244299","4.870387","1.11e-06",".3546406",".0164916","21.50436","4.07e-77",".1159475",".0245588","4.721229","2.34e-06"
"stateyrv184","-.2449189",".0306766","-7.9839","5.54e-15","-.0803436",".021585","-3.722193",".0001975","-.2404056",".030828","-7.798286","2.18e-14","-.1029082",".0220524","-4.666529","3.06e-06",".2895291",".0072407","39.98609","4.7e-174",".0551963",".0197795","2.790583",".0052613",".290252",".0073084","39.7151","9.9e-173",".0440312",".0214214","2.05548",".0398327"
"stateyrv185","-.1973571",".0279666","-7.05689","3.98e-12","-.0365942",".0154447","-2.369378",".0178181","-.1930961",".0284274","-6.792603","2.29e-11","-.0536847",".0149791","-3.583977",".0003384",".3078817",".0109349","28.15584","4.3e-113",".0716983",".02138","3.353527",".0007979",".3088498",".0110794","27.87607","1.4e-111",".0634863",".0223064","2.846108",".0044257"
"stateyrv186","-.2138188",".0420873","-5.080361","4.79e-07","-.0424207",".0354729","-1.19586",".2317512","-.2123327",".0420164","-5.053563","5.49e-07","-.0441337",".0356086","-1.239411",".2151932",".3263136",".0153291","21.28722","5.94e-76",".095755",".0235882","4.059449",".0000492",".3265675",".0154144","21.18582","2.08e-75",".0953733",".0236152","4.03864",".0000538"
"stateyrv187","-.1298462",".085987","-1.510068",".1314605",".0281387",".0709821",".3964197",".6917954","-.1241002",".0863018","-1.43798",".1508701",".0003335",".070839",".0047075",".996244",".365764",".018953","19.29843","2.19e-65",".1288393",".0263069","4.897556","9.70e-07",".3668218",".019145","19.16022","1.16e-64",".1171738",".0274531","4.268145",".0000197"
"stateyrv188","-.1279479",".0313881","-4.076316",".0000508",".0392563",".0234231","1.675963",".0937455","-.1253353",".0312553","-4.010048",".000067",".031196",".0242317","1.287403",".1979538",".1476883",".0162044","9.114076","1.08e-18","-.0854024",".0248809","-3.432445",".0005982",".1482639",".0161086","9.203999","5.18e-19","-.0892237",".0255977","-3.485608",".000491"
"stateyrv189","-.1666894",".0337675","-4.936389","9.88e-07",".0049239",".0263432",".1869143",".8517278","-.1673115",".0335631","-4.984984","7.75e-07",".0216005",".0267974",".8060683",".4202035",".2789458",".0054097","51.56398","8.9e-227",".0480309",".0192909","2.489821",".0127807",".2792617",".0056558","49.37648","2.3e-217",".0562995",".0198877","2.830863",".0046423"
"stateyrv190","-.1787684",".0262602","-6.807584","2.08e-11","-.0184397",".0144888","-1.272692",".2031275","-.1766525",".0261309","-6.760294","2.83e-11","-.0162623",".0141717","-1.147516",".2511685",".2432612",".0053777","45.23484","7.5e-199",".0069693",".0193654",".359887",".7189316",".2442617",".0054718","44.63974","4.1e-196",".0086866",".0194614",".4463481",".6553458"
"stateyrv191","-.1730838",".0296961","-5.828509","8.41e-09",".0066727",".0198264",".3365546",".7364527","-.1718313",".0296256","-5.800094","9.89e-09","-.0001093",".019625","-.005568",".9955574",".2505245",".004365","57.39401","1.1e-250",".0235741",".0190862","1.235139",".216779",".250305",".0044206","56.62247","1.3e-247",".0199684",".0191229","1.044215",".2963857"
"stateyrv192","-.1186309",".0478203","-2.480765",".0133352",".0521396",".0421873","1.235907",".216493","-.1179269",".0477695","-2.468667",".0137907",".0578524",".0422356","1.369757",".1707629",".3258329",".0148601","21.92675","2.18e-79",".0933746",".0234599","3.980184",".0000689",".3263411",".0149393","21.84448","6.04e-79",".097449",".0237756","4.09869",".0000415"
"stateyrv193","-.119885",".0509063","-2.355015",".0187868",".046264",".0444426","1.040982",".2978839","-.1195209",".0509086","-2.347757",".019154",".0589114",".0445509","1.322337",".1860559",".2531977",".0099981","25.3246","8.87e-98",".0194909",".0205352",".9491493",".3425447",".2538734",".0101895","24.91517","1.47e-95",".026701",".021048","1.268577",".204592"
"stateyrv194","-.1490961",".0599587","-2.486648",".0131186",".024679",".0545783",".4521752",".6511428","-.1485062",".059958","-2.476836",".0134817",".0288353",".0547869",".5263172",".5986678",".2657115",".0123959","21.4354","9.53e-77",".0356359",".0219288","1.625072",".1041473",".265908",".0125216","21.23597","1.12e-75",".0380785",".0221413","1.719792",".0854702"
"stateyrv195","-.1747453",".0308854","-5.657865","2.20e-08","-.0181464",".0215855","-.8406771",".4005289","-.1744332",".0307415","-5.674194","2.01e-08",".0031019",".0214589",".144551",".8850654",".2497678",".0072439","34.4796","1.8e-146",".0116695",".0202347",".5767046",".564139",".2510207",".0074121","33.86636","2.7e-143",".0233148",".0197827","1.178541",".238581"
"stateyrv196","-.1734126",".0259575","-6.680642","4.73e-11","-.0128124",".0141982","-.9023974",".3668458","-.173393",".0258386","-6.710626","3.90e-11",".0076015",".0131984",".5759428",".5646538",".2479079",".0045103","54.96488","6.2e-241",".0116332",".0193206",".6021159",".547097",".2489234",".0048659","51.15629","4.8e-225",".0226931",".019256","1.178497",".2385985"
"stateyrv197","-.1317658",".0437035","-3.014994",".0026593",".0348825",".0373827",".9331199",".3507581","-.1320688",".043532","-3.033833",".0025007",".0529817",".0375058","1.412626",".1577656",".3121506",".01139","27.40558","4.8e-109",".0787868",".0214522","3.67266",".00024",".3127867",".0115379","27.10949","1.9e-107",".0886369",".0220349","4.022567",".0000576"
"stateyrv198","-.1228147",".0600283","-2.045946",".041121",".0229964",".0708784",".3244483",".7455987","-.121275",".0600271","-2.020338",".0437145",".0426284",".067497",".6315608",".5276739",".3132954",".0184399","16.99013","1.82e-53",".0743834",".0310677","2.394237",".016655",".31465",".0186678","16.85527","8.75e-53",".0840295",".0310262","2.708336",".0067622"
"stateyrv199","-.1738777",".0254699","-6.826788","1.83e-11","-.0021572",".0132789","-.1624508",".8709509","-.1746127",".0252645","-6.91138","1.05e-11",".0154229",".0143037","1.078252",".2809215",".2980528",".0089355","33.35616","1.2e-140",".0670792",".0205835","3.258874",".0011186",".2983786",".0091121","32.74525","1.8e-137",".0765927",".0212448","3.605251",".0003119"
"stateyrv200","-.2117902",".0240198","-8.817319","8.59e-18","-.0445355",".0095949","-4.641574","3.46e-06","-.2099543",".0238936","-8.787067","1.10e-17","-.0457965",".0103214","-4.437049","9.12e-06",".2892667",".0077288","37.42725","2.0e-161",".0561469",".0201022","2.793069",".0052211",".2898546",".0077256","37.51857","7.0e-162",".0569632",".0203338","2.801402",".0050881"
"stateyrv201","-.1998016",".0243524","-8.204585","1.05e-15","-.0251054",".0112805","-2.225553",".0260441","-.1994007",".0242049","-8.23804","8.13e-16","-.02007",".011635","-1.724969",".0845331",".2662337",".0060329","44.13058","9.3e-194",".0367681",".0191826","1.916743",".0552706",".2663517",".0062688","42.48835","4.6e-186",".0395039",".0195722","2.018371",".0435526"
"stateyrv202","-.1991272",".0236846","-8.407445","2.20e-16","-.0220288",".0090647","-2.430169",".0150918","-.1989848",".0235312","-8.456212","1.51e-16","-.0167644",".0093391","-1.79507",".0726425",".2666616",".0048025","55.52573","3.3e-243",".0383363",".0190681","2.01049",".0443793",".266632",".0049714","53.63369","1.8e-235",".0411302",".0193463","2.126001",".0335031"
"stateyrv203","-.186879",".0249729","-7.483272","2.10e-13","-.0228209",".0120795","-1.889228",".0588613","-.1872162",".0247915","-7.55162","1.29e-13","-.002212",".0119372","-.185301",".8529929",".2946539",".0092802","31.7507","3.0e-132",".0613802",".0205873","2.981467",".0028687",".2952799",".0094521","31.2396","1.5e-129",".0721011",".0209432","3.442702",".0005759"
"stateyrv204","-.2250277",".0277563","-8.107267","2.20e-15","-.0539191",".0173858","-3.101336",".0019265","-.2266115",".0274884","-8.243902","7.78e-16","-.0283397",".0188778","-1.501219",".133299",".2648561",".007105","37.27745","1.1e-160",".0334255",".0197887","1.68912",".0911964",".2652491",".0073008","36.33167","6.5e-156",".0471858",".0213948","2.205483",".0274202"
"stateyrv205","-.1951083",".0265139","-7.358717","5.03e-13","-.0826909",".0233242","-3.54528",".0003922","-.1950675",".0260565","-7.486324","2.05e-13","-.0213805",".0138397","-1.544862",".1223796",".2837721",".015081","18.8165","7.33e-63",".0255783",".0290031",".8819181",".3778211",".2876667",".0150392","19.12774","1.72e-64",".0580082",".0236422","2.453588",".0141439"
"stateyrv206","-.205269",".0238555","-8.604693","4.70e-17","-.0352373",".0093426","-3.771667",".0001622","-.204089",".0236972","-8.612375","4.42e-17","-.0330881",".0097065","-3.408872",".0006523",".2563528",".0057504","44.57992","7.8e-196",".0246423",".0191467","1.287025",".1980855",".2567592",".0059135","43.41937","1.9e-190",".0260406",".0195015","1.335313",".1817739"
"stateyrv207","-.2026733",".0238546","-8.496207","1.10e-16","-.0305315",".0092212","-3.31103",".0009295","-.2019069",".023693","-8.521793","9.03e-17","-.0265381",".010298","-2.577007",".009966",".2725319",".0048286","56.44156","6.7e-247",".0417436",".0191286","2.182267",".0290898",".2728204",".005031","54.22824","6.5e-238",".0440213",".0196058","2.245326",".0247472"
"stateyrv208","-.194458",".025079","-7.753831","3.01e-14","-.0197056",".0109567","-1.798499",".0720979","-.1952646",".0250125","-7.806693","2.05e-14","-.0040801",".0110559","-.3690405",".7120975",".3010225",".0061168","49.21258","1.2e-216",".0711525",".0195137","3.646275",".0002661",".3012035",".0063282","47.59671","1.6e-209",".079688",".0201538","3.953997",".0000769"
"stateyrv209","-.1694244",".0281303","-6.022852","2.72e-09","-.0069029",".0168303","-.4101512",".6816951","-.170431",".0284089","-5.999214","3.13e-09",".0209134",".0159719","1.309386",".1904035",".335996",".022144","15.17323","1.79e-44",".1013239",".0323471","3.132394",".0017339",".3368082",".0223729","15.05432","6.71e-44",".1147451",".0338279","3.392023",".0006938"
"stateyrv210","-.165208",".0248737","-6.641878","6.07e-11",".00344",".0115013",".2990993",".7648643","-.1644704",".0247361","-6.649008","5.80e-11",".0106662",".0116954",".9120006",".3617684",".3466132",".0159084","21.78799","1.22e-78",".1141776",".0242542","4.707537","2.51e-06",".3471181",".0160131","21.67713","4.80e-78",".11809",".0245001","4.81998","1.44e-06"
"stateyrv211","-.2112879",".0239223","-8.832271","7.61e-18","-.0467288",".0094522","-4.943711","7.66e-07","-.2102569",".0237483","-8.853542","6.41e-18","-.0386003",".0094643","-4.078505",".0000453",".2662198",".0057376","46.39928","3.8e-204",".0330031",".0193243","1.707854",".0876634",".2668255",".0058799","45.37947","1.6e-199",".0366885",".0194803","1.883366",".0596508"
"stateyrv212","-.2048492",".0238957","-8.572631","6.05e-17","-.0389142",".0094621","-4.112623",".0000391","-.203915",".0237048","-8.602265","4.79e-17","-.0311059",".0100316","-3.100789",".0019301",".2630521",".0045351","58.00327","4.3e-253",".029405",".0189998","1.547647",".1217074",".263715",".0046424","56.80589","2.4e-248",".033832",".0191133","1.770074",".0767148"
"stateyrv213","-.2009487",".0239004","-8.407752","2.20e-16","-.0321676",".0091992","-3.496762",".0004709","-.2004675",".0237334","-8.446639","1.63e-16","-.0227961",".0095557","-2.385601",".0170512",".2523365",".0055693","45.30857","3.5e-199",".020054",".0192606","1.041194",".2977856",".2528239",".0056993","44.36034","8.0e-195",".0252195",".0195277","1.291478",".1965379"
"stateyrv214","-.174563",".0253532","-6.885231","1.25e-11",".0055504",".0123623",".4489825",".6534443","-.1739443",".0252014","-6.902156","1.12e-11",".004049",".0131239",".3085176",".7576885",".3186166",".0098341","32.39909","1.2e-135",".0898357",".0211426","4.249031",".0000215",".3186431",".0098243","32.43434","7.7e-136",".0910906",".0213725","4.262056",".0000203"
"stateyrv215","-.1940283",".0248333","-7.813214","1.95e-14","-.0250318",".0127528","-1.962843",".0496644","-.1933664",".0245775","-7.867608","1.31e-14","-.0174355",".0136671","-1.275723",".2020533",".2742037",".0056599","48.44662","2.8e-213",".0418154",".0193534","2.160622",".0307246",".2747028",".0056961","48.22623","2.6e-212",".0459027",".0196628","2.33449",".0195701"
"stateyrv216","-.1976481",".0255428","-7.737925","3.38e-14",".0023053",".0157005",".1468272",".8832684","-.1965483",".0254431","-7.725008","3.72e-14","-.0203521",".0135576","-1.501153",".1333159",".290332",".0092936","31.23999","1.5e-129",".0723411",".0227267","3.18309",".0014571",".2889366",".0091068","31.72752","4.0e-132",".0605691",".0204976","2.954937",".0031273"
"stateyrv217","-.1989664",".0241139","-8.25111","7.36e-16","-.0293904",".0100713","-2.918244",".0035201","-.1977723",".0240011","-8.240147","8.00e-16","-.0269772",".0096108","-2.806963",".0050011",".2502603",".006775","36.93906","5.6e-159",".018304",".019643",".9318347",".351422",".2506988",".006842","36.6409","1.8e-157",".0198346",".0197149","1.006073",".3143806"
"stateyrv218","-.2008535",".0237611","-8.453046","1.55e-16","-.0349934",".0084094","-4.161215",".0000317","-.1995943",".0236351","-8.44484","1.65e-16","-.0299844",".0083476","-3.591981",".0003282",".2628485",".0029602","88.79361","0",".0290626",".0186811","1.555719",".1197748",".2635265",".0030454","86.53127","0",".0319729",".0188578","1.695472",".0899859"
"stateyrv219","-.1810704",".0252825","-7.161885","1.95e-12","-.011855",".0117291","-1.010731",".3121453","-.1814372",".0251286","-7.220352","1.31e-12",".0046176",".0118276",".3904131",".6962311",".3037554",".012545","24.21335","9.44e-92",".0715673",".0219264","3.263972",".0010986",".3042367",".0126817","23.99023","1.53e-90",".0800819",".0222355","3.60153",".0003164"
"stateyrv220","-.168725",".0363366","-4.643395","4.07e-06",".0064577",".024383",".264846",".7911281","-.1678098",".036431","-4.606237","4.84e-06",".0065474",".0213831",".3061968",".7594548",".3778494",".02406","15.70447","4.65e-47",".1481386",".0248926","5.951099","2.66e-09",".3779951",".0239155","15.80544","1.49e-47",".1487106",".021986","6.763886","1.34e-11"
"stateyrv221","-.1646983",".0244121","-6.746589","3.09e-11",".0041278",".0101424",".4069811",".6840219","-.1636657",".0243013","-6.73484","3.34e-11",".0086028",".0100345",".8573226",".3912666",".2952365",".0128919","22.90091","1.21e-84",".0629364",".0224131","2.808023",".0049847",".2957214",".0129522","22.8317","2.87e-84",".0655047",".022449","2.917939",".0035235"
"stateyrv222","-.2078821",".0242112","-8.586195","5.44e-17","-.0373643",".0101185","-3.692686",".0002219","-.2066994",".0240762","-8.585215","5.48e-17","-.0356531",".0099265","-3.591696",".0003285",".3031766",".0060421","50.17721","7.7e-221",".0701453",".019509","3.595541",".0003237",".3037569",".0060934","49.85021","2.0e-219",".0731002",".0196515","3.719819",".0001994"
"stateyrv223","-.1948492",".0237482","-8.204803","1.05e-15","-.0198041",".0095005","-2.084535",".0371115","-.1951227",".0236083","-8.265002","6.62e-16","-.009125",".010406","-.8768925",".380545",".2772575",".0066277","41.8333","6.0e-183",".0479388",".0194806","2.460841",".0138612",".2773618",".006744","41.12747","1.4e-179",".0535564",".01975","2.711716",".0066936"
"stateyrv224","-.2010753",".0237966","-8.449755","1.59e-16","-.0334926",".0088631","-3.77886",".0001575","-.1999679",".0236392","-8.459169","1.47e-16","-.0286157",".0091136","-3.139898",".0016901",".2686714",".0058029","46.29946","1.1e-203",".0358042",".0193599","1.849403",".0643997",".2692304",".0058488","46.03182","1.8e-202",".0386855",".0195833","1.975437",".0482186"
"stateyrv225","-.1768478",".0245682","-7.198227","1.52e-12","-.0100658",".0108072","-.9314001",".3516467","-.176692",".0243897","-7.244534","1.11e-12",".0038778",".0109974",".3526071",".724383",".3084412",".0103127","29.90901","1.7e-122",".0749995",".0211879","3.539735",".0004005",".3090834",".010366","29.81699","5.4e-122",".0826465",".0212847","3.882904",".0001032"
"stateyrv226","-.1797386",".0245859","-7.310638","7.03e-13","-.0090556",".0102247","-.8856597",".3758009","-.178683",".0244883","-7.296663","7.74e-13","-.0063662",".0107072","-.594574",".5521283",".3092366",".0101736","30.39597","4.4e-125",".0775731",".0210265","3.689295",".0002249",".3096371",".0102216","30.29255","1.6e-124",".0791248",".021217","3.729321",".000192"
"stateyrv227","-.1873792",".0255898","-7.32242","6.47e-13","-.0034154",".0140274","-.2434799",".8076336","-.186503",".0254824","-7.318896","6.64e-13","-.0104691",".0134847","-.7763653",".4375334",".2879228",".0133784","21.52149","3.29e-77",".0623974",".0225303","2.769484",".0056145",".2875188",".0134967","21.3029","4.90e-76",".0588662",".0226589","2.597934",".0093787"
"stateyrv228","-.1743374",".0241224","-7.227197","1.25e-12","-.0076896",".0092497","-.8313281",".4057883","-.1739431",".0239309","-7.268571","9.40e-13",".0042664",".0098512",".4330848",".6649532",".2833409",".005263","53.8362","2.7e-236",".0499748",".0192167","2.600594",".0093062",".2839712",".0054087","52.50238","9.7e-231",".0564965",".0193865","2.914222",".0035658"
"stateyrv229","-.189484",".0238769","-7.935857","7.91e-15","-.0176677",".0089022","-1.984635",".0471851","-.1888014",".0237394","-7.953073","6.96e-15","-.0126585",".0090807","-1.394",".1633176",".2816062",".0035052","80.33916","0",".0506281",".0188581","2.684693",".0072596",".2819203",".0036964","76.26841","7.2e-318",".0534355",".0191007","2.797568",".0051489"
"stateyrv230","-.1612283",".0259779","-6.206366","9.11e-10",".0144044",".0132837","1.084365",".278203","-.1619553",".0258078","-6.27544","5.99e-10",".0285777",".0142892","1.999945",".0455062",".3217705",".0135159","23.80685","1.51e-89",".0927273",".0229635","4.038026",".0000539",".3218423",".013607","23.65265","1.03e-88",".100093",".0237568","4.213242",".0000252"
"stateyrv231","-.1504605",".029086","-5.172962","2.98e-07",".0263171",".0154171","1.707012",".0878198","-.1506802",".029164","-5.166656","3.08e-07",".0350452",".0161018","2.176478",".0295195",".3792004",".0193572","19.58961","6.41e-67",".1499577",".0316619","4.736218","2.18e-06",".3792906",".019301","19.65131","3.03e-67",".1532698",".0322796","4.748201","2.05e-06"
"stateyrv232","-.1319878",".0282896","-4.665589","3.66e-06",".0384497",".0181333","2.120398",".0339725","-.1306718",".0280993","-4.65035","3.94e-06",".0390542",".0189758","2.058104",".0395802",".3643581",".0091332","39.89377","1.3e-173",".1327855",".0207719","6.392539","1.63e-10",".3647449",".0090436","40.33197","9.9e-176",".1332872",".0210562","6.330067","2.45e-10"
"stateyrv233","-.1825049",".0247491","-7.374199","4.52e-13","-.0225613",".0115372","-1.955529",".0505206","-.1810837",".0245699","-7.370145","4.64e-13","-.0139352",".0111901","-1.245315",".2130161",".3499751",".0074613","46.90555","2.0e-206",".1142232",".0200923","5.684926","1.31e-08",".3509099",".0074639","47.01428","6.5e-207",".118245",".0201371","5.87201","4.31e-09"
"stateyrv234","-.1984971",".0242825","-8.174494","1.32e-15","-.0301486",".0101847","-2.960188",".0030745","-.1970434",".0241226","-8.168432","1.38e-15","-.0289752",".0106476","-2.721295",".0065027",".3282435",".0059252","55.39813","1.1e-242",".0956874",".0195576","4.892588","9.95e-07",".3287585",".0058129","56.55637","2.3e-247",".0965905",".0197855","4.881895","1.05e-06"
